id_etudiant,filiere,niveau,moyenne_generale,note_algorithmique,note_poo,note_génie_logiciel,note_bdd,note_architecture,note_ia,note_web,note_réseaux,note_tcp/ip,note_sécurité_réseau,note_administration_linux,note_télécoms,note_statistiques,note_python,note_big_data,note_visualisation,note_électronique,note_programmation_c,note_microcontrôleurs,note_fpga,note_temps_réel,note_cryptographie,note_forensics,note_pentesting,note_osint,note_mobile,note_cloud,competences,interets,sujet_choisi,domaine_cible
ETU-0135,Génie Informatique,Master 1,12.96,13.0,0.0,0.0,18.6,0.0,15.0,13.6,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.4,8.6,React Native|PostgreSQL|Kotlin,fintech|déploiement,Plateforme mobile de covoiturage universitaire,Mobile
ETU-0136,Réseaux et Télécommunications,Master 1,13.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.3,10.2,9.0,12.0,19.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AWS|NLP|Python|Android|Cisco,gestion des données|automatisation,Simulation d'un réseau de capteurs IoT pour smart city,Réseaux
ETU-0137,Réseaux et Télécommunications,Master 2,12.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,8.2,11.9,18.0,10.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AWS|ElasticSearch|MySQL,applications mobiles|hacking éthique|startup|design UI,Étude et déploiement de la fibre optique dans une université,Réseaux
ETU-0138,Systèmes Embarqués,Master 2,14.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.9,12.1,18.8,12.3,10.3,0.0,0.0,0.0,0.0,0.0,0.0,TensorFlow|MySQL|CI/CD|Node.js|MongoDB|Terraform,infrastructure|gestion des données|e-commerce|UX mobile,Système embarqué de surveillance de la qualité de l'air,Systèmes
ETU-0139,Génie Informatique,Licence 3,11.24,8.6,0.0,0.0,9.4,0.0,9.5,11.0,13.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.4,10.5,TCP/IP|Forensics|Terraform,déploiement|administration réseau,Plateforme de monitoring des applications en temps réel,Cloud / DevOps
ETU-0140,Réseaux et Télécommunications,Master 2,12.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.4,11.2,14.3,10.4,16.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FastAPI|scikit-learn|Raspberry Pi|Swift|MongoDB,cloud computing|forensics|télécommunications|intelligence artificielle,Déploiement d'un réseau LAN sécurisé pour établissement scolaire,Réseaux
ETU-0141,Data Science,Master 2,12.53,0.0,0.0,0.0,0.0,0.0,10.1,0.0,0.0,0.0,0.0,0.0,0.0,10.8,11.6,13.6,9.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Linux|Pentesting|VPN,e-commerce|design UI|automatisation,Classification automatique des documents administratifs par NLP,IA / Machine Learning
ETU-0142,Data Science,Licence 3,13.95,0.0,0.0,0.0,0.0,0.0,13.7,0.0,0.0,0.0,0.0,0.0,0.0,9.4,13.5,18.0,16.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CI/CD|FastAPI|Vue.js|Node.js|NLP|Terraform,électronique|cloud computing,Analyse de sentiment des réseaux sociaux pour les élections africaines,IA / Machine Learning
ETU-0143,Systèmes Embarqués,Master 1,10.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.4,12.9,8.6,11.1,11.8,0.0,0.0,0.0,0.0,0.0,0.0,Terraform|Wireshark|C/C++|Kubernetes,robotique|télécommunications,Conception d'un système d'irrigation automatique intelligent,Systèmes
ETU-0144,Cybersécurité,Master 1,14.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.2,8.9,13.9,10.9,0.0,0.0,NLP|Kotlin|MySQL|Raspberry Pi|CI/CD,santé numérique|télécommunications|développement web,Audit de sécurité des infrastructures informatiques bancaires au Togo,Cybersécurité
ETU-0145,Systèmes Embarqués,Master 1,15.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.4,14.6,17.9,17.5,19.6,0.0,0.0,0.0,0.0,0.0,0.0,Kotlin|Raspberry Pi|MongoDB|CI/CD|Terraform,forensics|UX mobile|recherche,Système embarqué de surveillance de la qualité de l'air,Systèmes
ETU-0146,Génie Informatique,Licence 3,12.84,8.0,0.0,0.0,12.3,0.0,17.6,14.6,15.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,9.3,Swift|Node.js|Forensics|React,analyse|e-commerce|santé numérique,Plateforme de gestion des stages universitaires en ligne,Développement Web
ETU-0147,Systèmes Embarqués,Master 1,14.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.9,19.5,9.6,14.0,14.4,0.0,0.0,0.0,0.0,0.0,0.0,Raspberry Pi|Kali Linux|Assembleur,infrastructure|performance|startup,Conception d'un système d'irrigation automatique intelligent,Systèmes
ETU-0148,Data Science,Master 1,15.27,0.0,0.0,0.0,0.0,0.0,16.4,0.0,0.0,0.0,0.0,0.0,0.0,19.6,13.4,9.6,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Raspberry Pi|VPN|AWS|MongoDB|PostgreSQL,sécurité informatique|applications mobiles,Migration d'un système legacy vers une base de données NoSQL,Bases de données
ETU-0149,Cybersécurité,Master 1,17.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,16.5,16.1,18.7,0.0,0.0,Kali Linux|Python|C/C++|React|TensorFlow,applications web|recherche|analyse,Implémentation d'un système Zero Trust pour entreprise,Cybersécurité
ETU-0150,Génie Logiciel,Master 1,16.04,17.8,9.2,18.4,16.9,18.4,16.9,14.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Kotlin|Linux|Terraform|NLP,fintech|électronique|protection des données,Classification automatique des documents administratifs par NLP,IA / Machine Learning
ETU-0151,Cybersécurité,Master 2,13.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.9,16.7,10.3,13.4,0.0,0.0,HTML/CSS|Kotlin|Vue.js,automatisation|robotique|administration réseau,Analyse forensique des incidents de cybersécurité,Cybersécurité
ETU-0152,Cybersécurité,Licence 3,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.3,18.1,11.6,17.5,0.0,0.0,Deep Learning|VPN|C/C++|MySQL|HTML/CSS,statistiques|infrastructure|gestion des données|électronique,Simulation d'un réseau de capteurs IoT pour smart city,Réseaux
ETU-0153,Cybersécurité,Master 1,16.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,19.8,8.1,16.0,0.0,0.0,ElasticSearch|CI/CD|Kubernetes|AWS|Terraform|scikit-learn,protection des données|fintech|e-commerce|protocoles,Mise en place d'un pipeline CI/CD pour équipe de développement,Cloud / DevOps
ETU-0154,Data Science,Master 2,14.18,0.0,0.0,0.0,0.0,0.0,15.5,0.0,0.0,0.0,0.0,0.0,0.0,9.0,19.7,17.3,14.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Terraform|AWS|MongoDB|Kali Linux,systèmes d'information|robotique,Migration d'un système legacy vers une base de données NoSQL,Bases de données
ETU-0155,Cybersécurité,Licence 3,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.9,11.1,12.7,15.6,0.0,0.0,VPN|TensorFlow|Cryptographie|Vue.js|Arduino|Python,statistiques|automatisation|applications mobiles|infrastructure,Sécurisation des applications mobiles de mobile banking,Cybersécurité
ETU-0156,Réseaux et Télécommunications,Master 2,14.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.6,17.0,17.6,18.2,11.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TCP/IP|CI/CD|Pentesting|Python,applications web|e-commerce|automatisation|intelligence artificielle,Simulation d'un réseau de capteurs IoT pour smart city,Réseaux
ETU-0157,Réseaux et Télécommunications,Licence 3,12.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.2,15.4,11.0,9.4,16.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Raspberry Pi|Flutter|CI/CD,statistiques|sécurité informatique|protocoles|design UI,Mise en place d'un réseau WiFi municipal à faible coût,Réseaux
ETU-0158,Data Science,Master 1,13.78,0.0,0.0,0.0,0.0,0.0,12.4,0.0,0.0,0.0,0.0,0.0,0.0,13.4,11.7,15.0,14.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Kali Linux|FastAPI|Python|VPN|ElasticSearch,robotique|administration réseau,Analyse de sentiment des réseaux sociaux pour les élections africaines,IA / Machine Learning
ETU-0159,Génie Informatique,Master 2,14.24,9.0,0.0,0.0,11.4,0.0,18.7,10.4,17.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.8,15.5,TensorFlow|Kotlin|AWS,santé numérique|systèmes d'information,Application d'apprentissage des langues locales sur mobile,Mobile
ETU-0160,Génie Informatique,Master 1,11.96,9.6,0.0,0.0,14.0,0.0,12.4,8.1,9.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.9,19.6,Kotlin|Node.js|Android|FastAPI,applications web|cloud computing,Application web de télémédecine pour zones rurales,Développement Web
ETU-0161,Data Science,Master 1,13.97,0.0,0.0,0.0,0.0,0.0,16.4,0.0,0.0,0.0,0.0,0.0,0.0,13.6,8.6,19.8,11.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Redis|Assembleur|Arduino|VHDL|HTML/CSS,fintech|UX mobile|statistiques,Système de recommandation de cours en ligne par apprentissage automatique,IA / Machine Learning
ETU-0162,Cybersécurité,Licence 3,11.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.3,14.2,11.4,9.8,0.0,0.0,Pentesting|Docker|Vue.js|Terraform,électronique|forensics,Implémentation d'un système Zero Trust pour entreprise,Cybersécurité
ETU-0163,Cybersécurité,Licence 3,12.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.6,18.7,9.8,10.0,0.0,0.0,C/C++|OWASP|Docker|VHDL,data science|sécurité informatique|développement web|systèmes d'information,Mise en place d'un SIEM pour la détection des intrusions,Cybersécurité
ETU-0164,Cybersécurité,Master 2,14.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.1,16.2,19.1,15.2,0.0,0.0,MySQL|Cryptographie|Node.js,data science|analyse,Implémentation d'un système Zero Trust pour entreprise,Cybersécurité
ETU-0165,Cybersécurité,Licence 3,13.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.1,18.8,14.5,8.0,0.0,0.0,C/C++|Forensics|Pentesting|scikit-learn|Terraform|Kali Linux,cloud computing|fintech,Audit de sécurité des infrastructures informatiques bancaires au Togo,Cybersécurité
ETU-0166,Data Science,Master 2,15.1,0.0,0.0,0.0,0.0,0.0,14.9,0.0,0.0,0.0,0.0,0.0,0.0,18.5,10.3,16.5,17.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C/C++|Python|Cryptographie,systèmes d'information|protection des données|électronique|UX mobile,Système de détection de fraude bancaire par deep learning,IA / Machine Learning
ETU-0167,Réseaux et Télécommunications,Master 1,13.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.6,14.7,10.1,14.7,13.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,VHDL|Firewall|OWASP|Node.js|Terraform,infrastructure|IoT,Déploiement d'un réseau LAN sécurisé pour établissement scolaire,Réseaux
ETU-0168,Réseaux et Télécommunications,Master 1,13.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.6,8.1,9.1,9.7,19.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Pandas|Deep Learning|Redis|MySQL|Pentesting|Terraform,automatisation|fintech|santé numérique|déploiement,Système de sauvegarde automatique dans le cloud pour PME africaines,Cloud / DevOps
ETU-0169,Data Science,Licence 3,11.17,0.0,0.0,0.0,0.0,0.0,8.4,0.0,0.0,0.0,0.0,0.0,0.0,8.4,14.2,10.8,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CI/CD|Python|FastAPI|Pandas,santé numérique|applications mobiles|analyse,Prédiction du taux de décrochage scolaire par machine learning,IA / Machine Learning
ETU-0170,Réseaux et Télécommunications,Master 2,12.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.6,13.5,12.8,8.1,10.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Raspberry Pi|Deep Learning|Kotlin,forensics|e-commerce|infrastructure,Étude et déploiement de la fibre optique dans une université,Réseaux
ETU-0171,Systèmes Embarqués,Master 2,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.5,15.0,8.3,9.4,8.8,0.0,0.0,0.0,0.0,0.0,0.0,MySQL|VPN|Forensics|Firewall,intelligence artificielle|protocoles|télécommunications|sécurité informatique,Étude et déploiement de la fibre optique dans une université,Réseaux
ETU-0172,Réseaux et Télécommunications,Master 2,15.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.2,18.9,14.0,10.4,16.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MongoDB|MySQL|PostgreSQL|ElasticSearch|Kubernetes,applications web|design UI|e-commerce,Base de données spatiale pour la gestion du cadastre urban,Bases de données
ETU-0173,Data Science,Master 1,15.17,0.0,0.0,0.0,0.0,0.0,17.2,0.0,0.0,0.0,0.0,0.0,0.0,18.8,14.9,11.3,10.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,OWASP|MySQL|VHDL|Node.js|NLP,robotique|cloud computing|automatisation|infrastructure,Chatbot intelligent pour l'assistance médicale au Togo,IA / Machine Learning
ETU-0174,Systèmes Embarqués,Master 2,12.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.2,12.3,18.3,10.2,11.2,0.0,0.0,0.0,0.0,0.0,0.0,React Native|Kubernetes|Wireshark|Pentesting|HTML/CSS,robotique|systèmes d'information|électronique,Système embarqué de surveillance de la qualité de l'air,Systèmes
ETU-0175,Génie Informatique,Master 1,15.6,17.6,0.0,0.0,14.7,0.0,10.4,17.6,18.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.9,13.7,HTML/CSS|Forensics|Swift,déploiement|protection des données,Plateforme mobile de covoiturage universitaire,Mobile
ETU-0176,Génie Informatique,Licence 3,12.99,13.4,0.0,0.0,12.0,0.0,14.7,19.2,12.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.1,8.2,Firewall|Docker|PostgreSQL,performance|sécurité informatique|applications mobiles|protection des données,Optimisation des requêtes dans les systèmes de gestion hospitalière,Bases de données
ETU-0177,Génie Informatique,Master 1,13.29,13.1,0.0,0.0,15.3,0.0,18.9,8.9,12.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.1,11.8,Cisco|Docker|CI/CD|OWASP|Android,déploiement|IoT|électronique,Plateforme de monitoring des applications en temps réel,Cloud / DevOps
ETU-0178,Génie Logiciel,Licence 3,12.74,8.8,18.5,14.6,8.3,12.8,17.2,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Kubernetes|Django|Pandas|CI/CD|Cryptographie,infrastructure|télécommunications|sécurité informatique,Plateforme de monitoring des applications en temps réel,Cloud / DevOps
ETU-0179,Cybersécurité,Master 1,14.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.6,19.4,14.5,15.1,0.0,0.0,AWS|Terraform|VHDL|Kali Linux|C/C++|Arduino,applications mobiles|cloud computing|infrastructure,Analyse forensique des incidents de cybersécurité,Cybersécurité
ETU-0180,Data Science,Master 1,15.08,0.0,0.0,0.0,0.0,0.0,17.2,0.0,0.0,0.0,0.0,0.0,0.0,14.4,13.9,17.1,11.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Docker|MySQL|Python|Raspberry Pi|Pentesting,électronique|robotique,Prédiction du taux de décrochage scolaire par machine learning,IA / Machine Learning
ETU-0181,Data Science,Master 2,14.58,0.0,0.0,0.0,0.0,0.0,11.5,0.0,0.0,0.0,0.0,0.0,0.0,16.9,13.0,18.2,10.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Kubernetes|Android|Cisco|Terraform|Swift|PostgreSQL,data science|applications web|recherche,Système de recommandation de cours en ligne par apprentissage automatique,IA / Machine Learning
ETU-0182,Systèmes Embarqués,Licence 3,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.1,11.7,17.6,20.0,13.6,0.0,0.0,0.0,0.0,0.0,0.0,Wireshark|Pandas|Django,administration réseau|santé numérique,Mise en place d'un réseau WiFi municipal à faible coût,Réseaux
ETU-0183,Systèmes Embarqués,Master 1,13.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,19.9,10.4,16.8,9.1,0.0,0.0,0.0,0.0,0.0,0.0,React Native|Cryptographie|TCP/IP|VPN,automatisation|déploiement,Compteur d'énergie intelligent pour le suivi de consommation,Systèmes
ETU-0184,Data Science,Licence 3,10.8,0.0,0.0,0.0,0.0,0.0,8.5,0.0,0.0,0.0,0.0,0.0,0.0,10.0,9.4,17.5,8.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Docker|Django|Pentesting|Pandas|ElasticSearch|FastAPI,développement web|forensics|recherche,Classification automatique des documents administratifs par NLP,IA / Machine Learning
ETU-0185,Systèmes Embarqués,Master 2,13.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.3,16.3,12.3,9.6,18.8,0.0,0.0,0.0,0.0,0.0,0.0,Android|Raspberry Pi|Linux|Arduino|Swift|PostgreSQL,performance|applications mobiles|protection des données|systèmes temps réel,Système de contrôle d'accès biométrique à faible coût,Systèmes
ETU-0186,Systèmes Embarqués,Licence 3,16.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.3,14.1,16.8,18.6,15.4,0.0,0.0,0.0,0.0,0.0,0.0,Kubernetes|ElasticSearch|VPN|Deep Learning|Terraform,fintech|analyse|déploiement|automatisation,Mise en place d'un pipeline CI/CD pour équipe de développement,Cloud / DevOps
ETU-0187,Réseaux et Télécommunications,Licence 3,13.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.4,13.8,9.2,14.9,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C/C++|Kubernetes|Assembleur|Redis|NLP|Pentesting,statistiques|intelligence artificielle,Système de détection de fraude bancaire par deep learning,IA / Machine Learning
ETU-0188,Data Science,Master 2,13.68,0.0,0.0,0.0,0.0,0.0,8.9,0.0,0.0,0.0,0.0,0.0,0.0,8.7,14.3,16.8,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C/C++|React|MySQL|Arduino,analyse|déploiement|télécommunications,Système de détection de fraude bancaire par deep learning,IA / Machine Learning
ETU-0189,Génie Logiciel,Licence 3,15.84,17.5,14.6,14.1,15.9,14.4,15.2,19.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Raspberry Pi|VPN|Pentesting|Forensics|AWS,protection des données|télécommunications|systèmes d'information,Analyse forensique des incidents de cybersécurité,Cybersécurité
ETU-0190,Cybersécurité,Licence 3,13.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.2,11.6,11.6,10.7,0.0,0.0,TensorFlow|Cisco|Raspberry Pi|Kotlin|VHDL,applications web|design UI|automatisation|systèmes temps réel,Mise en place d'un SIEM pour la détection des intrusions,Cybersécurité
ETU-0191,Génie Informatique,Licence 3,16.04,16.7,0.0,0.0,17.5,0.0,17.9,16.3,10.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.9,18.9,scikit-learn|VHDL|Cryptographie|Pandas|NLP,applications mobiles|robotique|électronique,Système de recommandation de cours en ligne par apprentissage automatique,IA / Machine Learning
ETU-0192,Data Science,Master 2,11.0,0.0,0.0,0.0,0.0,0.0,8.6,0.0,0.0,0.0,0.0,0.0,0.0,8.5,9.8,14.0,10.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Android|Docker|VHDL|Kotlin|Pandas|MySQL,sécurité informatique|santé numérique|applications web,Analyse de sentiment des réseaux sociaux pour les élections africaines,IA / Machine Learning
ETU-0193,Réseaux et Télécommunications,Master 1,14.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.7,13.9,15.8,10.4,15.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ElasticSearch|Deep Learning|Cisco|Kali Linux,développement web|e-commerce|électronique,Optimisation de la qualité de service dans les réseaux mobiles 4G,Réseaux
ETU-0194,Cybersécurité,Licence 3,13.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.3,10.8,16.2,9.9,0.0,0.0,Vue.js|NLP|ElasticSearch,applications web|sécurité informatique|intelligence artificielle|forensics,Analyse forensique des incidents de cybersécurité,Cybersécurité
ETU-0195,Cybersécurité,Master 1,16.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.5,16.3,16.0,12.5,0.0,0.0,Redis|FastAPI|NLP,analyse|administration réseau|recherche,Analyse forensique des incidents de cybersécurité,Cybersécurité
ETU-0196,Génie Informatique,Master 1,13.84,10.8,0.0,0.0,12.6,0.0,9.2,11.8,19.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.4,14.4,PostgreSQL|Kotlin|Flutter|Raspberry Pi,data science|automatisation|télécommunications|déploiement,Application d'apprentissage des langues locales sur mobile,Mobile
ETU-0197,Data Science,Licence 3,15.6,0.0,0.0,0.0,0.0,0.0,14.7,0.0,0.0,0.0,0.0,0.0,0.0,15.5,18.7,17.8,8.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MySQL|Django|Wireshark|OWASP|Terraform,développement web|fintech,Classification automatique des documents administratifs par NLP,IA / Machine Learning
ETU-0198,Systèmes Embarqués,Master 2,13.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.6,15.8,15.0,16.2,10.4,0.0,0.0,0.0,0.0,0.0,0.0,TCP/IP|C/C++|Node.js|Kali Linux,gestion des données|protection des données,Compteur d'énergie intelligent pour le suivi de consommation,Systèmes
ETU-0199,Systèmes Embarqués,Master 1,16.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.3,19.2,18.7,19.2,11.3,0.0,0.0,0.0,0.0,0.0,0.0,React|Node.js|HTML/CSS|TensorFlow,administration réseau|infrastructure|data science|applications mobiles,Plateforme e-commerce pour artisans locaux au Togo,Développement Web
ETU-0200,Réseaux et Télécommunications,Licence 3,11.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.3,8.4,17.2,8.2,11.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MySQL|PostgreSQL|MongoDB|Deep Learning|HTML/CSS|Android,automatisation|protection des données|systèmes temps réel|télécommunications,Base de données spatiale pour la gestion du cadastre urban,Bases de données
ETU-0201,Cybersécurité,Master 2,16.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.5,14.2,13.4,17.9,0.0,0.0,ElasticSearch|C/C++|Arduino,automatisation|fintech|déploiement,Analyse forensique des incidents de cybersécurité,Cybersécurité
