id_memoire,titre,description,resume,texte_complet,domaine,methodologie,niveau,annee,auteur,directeur,note_soutenance,tags,nb_tags,est_public,cluster_id,cluster_nom,tags_enrichis
MEM-0127,Optimisation performances BDD hospitalire,"Analyse et optimisation d'un systme de gestion hospitalire sous PostgreSQL. Indexation, partitionnement et rcriture de requtes. Rduction du temps de rponse moyen de 8s  0.3s.","Analyse et optimisation d'un systme de gestion hospitalire sous PostgreSQL. Indexation, partitionnement et rcriture de requtes. Rduction du temps de rponse moyen de 8s  0.3s. Ce travail s'inscrit dans le contexte de zones rurales. La mthodologie adopte est Dveloppement dirig par les tests (TDD). Les rsultats obtenus constituent une contribution significative au domaine de Bases de donnes.","Optimisation performances BDD hospitalire. Analyse et optimisation d'un systme de gestion hospitalire sous PostgreSQL. Indexation, partitionnement et rcriture de requtes. Rduction du temps de rponse moyen de 8s  0.3s. Analyse et optimisation d'un systme de gestion hospitalire sous PostgreSQL. Indexation, partitionnement et rcriture de requtes. Rduction du temps de rponse moyen de 8s  0.3s. Ce travail s'inscrit dans le contexte de zones rurales. La mthodologie adopte est Dveloppement dirig par les tests (TDD). Les rsultats obtenus constituent une contribution significative au domaine de Bases de donnes.",Bases de donnes,Dveloppement dirig par les tests (TDD),Master 1,2024,Etudiant_0127,Dr. Professeur_01,18.73,indexation|mongodb|optimisation|postgresql|sql,5,1,1,Bases de donnes,analyse et|hospitalire|indexation|mongodb|optimisation|postgresql|rcriture|sous postgresql|sql
MEM-0128,Contrle d'accs biomtrique  faible cot,Systme de contrle d'accs par empreinte digitale et reconnaissance faciale pour scuriser des locaux  budget limit. Cot matriel sous 50 000 FCFA. Dploy dans 3 tablissements scolaires.,Systme de contrle d'accs par empreinte digitale et reconnaissance faciale pour scuriser des locaux  budget limit. Cot matriel sous 50 000 FCFA. Dploy dans 3 tablissements scolaires. Ce travail s'inscrit dans le contexte de PME africaine. La mthodologie adopte est Dveloppement logiciel (SCRUM). Les rsultats obtenus constituent une contribution significative au domaine de Systmes Embarqus.,Contrle d'accs biomtrique  faible cot. Systme de contrle d'accs par empreinte digitale et reconnaissance faciale pour scuriser des locaux  budget limit. Cot matriel sous 50 000 FCFA. Dploy dans 3 tablissements scolaires. Systme de contrle d'accs par empreinte digitale et reconnaissance faciale pour scuriser des locaux  budget limit. Cot matriel sous 50 000 FCFA. Dploy dans 3 tablissements scolaires. Ce travail s'inscrit dans le contexte de PME africaine. La mthodologie adopte est Dveloppement logiciel (SCRUM). Les rsultats obtenus constituent une contribution significative au domaine de Systmes Embarqus.,Systmes Embarqus,Dveloppement logiciel (SCRUM),Master 2,2024,Etudiant_0128,Dr. Professeur_03,19.05,arduino|embarque|energie|iot|raspberry-pi,5,1,0,Systmes Embarqus,accs|accs par|arduino|contrle|contrle accs|cot|embarque|energie|iot|raspberry-pi
MEM-0129,Systme de vote lectronique scuris,"Plateforme de vote en ligne base sur la cryptographie asymtrique RSA et la blockchain lgre. Garantit l'anonymat, l'intgrit et la traabilit des votes. Test lors d'une lection tudiante relle.","Plateforme de vote en ligne base sur la cryptographie asymtrique RSA et la blockchain lgre. Garantit l'anonymat, l'intgrit et la traabilit des votes. Test lors d'une lection tudiante relle. Ce travail s'inscrit dans le contexte de contexte africain. La mthodologie adopte est Dveloppement dirig par les tests (TDD). Les rsultats obtenus constituent une contribution significative au domaine de Dveloppement Web.","Systme de vote lectronique scuris. Plateforme de vote en ligne base sur la cryptographie asymtrique RSA et la blockchain lgre. Garantit l'anonymat, l'intgrit et la traabilit des votes. Test lors d'une lection tudiante relle. Plateforme de vote en ligne base sur la cryptographie asymtrique RSA et la blockchain lgre. Garantit l'anonymat, l'intgrit et la traabilit des votes. Test lors d'une lection tudiante relle. Ce travail s'inscrit dans le contexte de contexte africain. La mthodologie adopte est Dveloppement dirig par les tests (TDD). Les rsultats obtenus constituent une contribution significative au domaine de Dveloppement Web.",Dveloppement Web,Dveloppement dirig par les tests (TDD),Master 1,2020,Etudiant_0129,Dr. Professeur_02,12.36,blockchain|docker|full-stack|react,4,1,2,Cyberscurit,blockchain|de vote|docker|et la|full-stack|la cryptographie|react|rsa et|vote
MEM-0130,Prdiction du dcrochage scolaire par machine learning,Ce projet applique Random Forest et XGBoost pour identifier les tudiants  risque de dcrochage  partir de donnes acadmiques et comportementales. Un tableau de bord de visualisation est dvelopp pour les responsables.,Ce projet applique Random Forest et XGBoost pour identifier les tudiants  risque de dcrochage  partir de donnes acadmiques et comportementales. Un tableau de bord de visualisation est dvelopp pour les responsables. Ce travail s'inscrit dans le contexte de PME africaine. La mthodologie adopte est Dveloppement logiciel (SCRUM). Les rsultats obtenus constituent une contribution significative au domaine de IA / Machine Learning.,Prdiction du dcrochage scolaire par machine learning. Ce projet applique Random Forest et XGBoost pour identifier les tudiants  risque de dcrochage  partir de donnes acadmiques et comportementales. Un tableau de bord de visualisation est dvelopp pour les responsables. Ce projet applique Random Forest et XGBoost pour identifier les tudiants  risque de dcrochage  partir de donnes acadmiques et comportementales. Un tableau de bord de visualisation est dvelopp pour les responsables. Ce travail s'inscrit dans le contexte de PME africaine. La mthodologie adopte est Dveloppement logiciel (SCRUM). Les rsultats obtenus constituent une contribution significative au domaine de IA / Machine Learning.,IA / Machine Learning,Dveloppement logiciel (SCRUM),Master 2,2023,Etudiant_0130,Dr. Professeur_03,16.96,deep-learning|machine-learning|nlp|prediction,4,1,3,Dveloppement Web,dcrochage|deep-learning|est dvelopp|et comportementales|les responsables|machine-learning|nlp|prediction|xgboost
MEM-0131,Optimisation performances BDD hospitalire,"Analyse et optimisation d'un systme de gestion hospitalire sous PostgreSQL. Indexation, partitionnement et rcriture de requtes. Rduction du temps de rponse moyen de 8s  0.3s.","Analyse et optimisation d'un systme de gestion hospitalire sous PostgreSQL. Indexation, partitionnement et rcriture de requtes. Rduction du temps de rponse moyen de 8s  0.3s. Ce travail s'inscrit dans le contexte de Lom. La mthodologie adopte est Prototypage rapide. Les rsultats obtenus constituent une contribution significative au domaine de Bases de donnes.","Optimisation performances BDD hospitalire. Analyse et optimisation d'un systme de gestion hospitalire sous PostgreSQL. Indexation, partitionnement et rcriture de requtes. Rduction du temps de rponse moyen de 8s  0.3s. Analyse et optimisation d'un systme de gestion hospitalire sous PostgreSQL. Indexation, partitionnement et rcriture de requtes. Rduction du temps de rponse moyen de 8s  0.3s. Ce travail s'inscrit dans le contexte de Lom. La mthodologie adopte est Prototypage rapide. Les rsultats obtenus constituent une contribution significative au domaine de Bases de donnes.",Bases de donnes,Prototypage rapide,Licence 3,2018,Etudiant_0131,Dr. Professeur_05,11.11,mongodb|optimisation|postgresql|sql,4,1,1,Bases de donnes,8s|8s 3s|hospitalire|mongodb|optimisation|postgresql|sous postgresql|sql
MEM-0132,Plateforme de gestion des stages universitaires,"Application full-stack React/FastAPI permettant aux tudiants de postuler aux stages, aux entreprises de publier des offres et  l'universit de suivre les conventions. Dploye sur 3 universits togolaises.","Application full-stack React/FastAPI permettant aux tudiants de postuler aux stages, aux entreprises de publier des offres et  l'universit de suivre les conventions. Dploye sur 3 universits togolaises. Ce travail s'inscrit dans le contexte de mobile money. La mthodologie adopte est Recherche exprimentale. Les rsultats obtenus constituent une contribution significative au domaine de Dveloppement Web.","Plateforme de gestion des stages universitaires. Application full-stack React/FastAPI permettant aux tudiants de postuler aux stages, aux entreprises de publier des offres et  l'universit de suivre les conventions. Dploye sur 3 universits togolaises. Application full-stack React/FastAPI permettant aux tudiants de postuler aux stages, aux entreprises de publier des offres et  l'universit de suivre les conventions. Dploye sur 3 universits togolaises. Ce travail s'inscrit dans le contexte de mobile money. La mthodologie adopte est Recherche exprimentale. Les rsultats obtenus constituent une contribution significative au domaine de Dveloppement Web.",Dveloppement Web,Recherche exprimentale,Master 1,2023,Etudiant_0132,Dr. Professeur_05,17.19,afrique|docker|fastapi|full-stack|javascript|postgresql|react,7,1,3,Dveloppement Web,afrique|aux|docker|fastapi|full-stack|javascript|les conventions|postgresql|react|stack react|stages|stages aux
MEM-0133,Systme de surveillance de la qualit de l'air,"Rseau de capteurs IoT autonomes mesurant CO2, PM2.5, NO2 et temprature. Transmission MQTT vers dashboard Grafana. Autonomie 6 mois sur batterie avec panneau solaire. Dploy dans 5 quartiers de Lom.","Rseau de capteurs IoT autonomes mesurant CO2, PM2.5, NO2 et temprature. Transmission MQTT vers dashboard Grafana. Autonomie 6 mois sur batterie avec panneau solaire. Dploy dans 5 quartiers de Lom. Ce travail s'inscrit dans le contexte de Lom. La mthodologie adopte est Prototypage rapide. Les rsultats obtenus constituent une contribution significative au domaine de Systmes Embarqus.","Systme de surveillance de la qualit de l'air. Rseau de capteurs IoT autonomes mesurant CO2, PM2.5, NO2 et temprature. Transmission MQTT vers dashboard Grafana. Autonomie 6 mois sur batterie avec panneau solaire. Dploy dans 5 quartiers de Lom. Rseau de capteurs IoT autonomes mesurant CO2, PM2.5, NO2 et temprature. Transmission MQTT vers dashboard Grafana. Autonomie 6 mois sur batterie avec panneau solaire. Dploy dans 5 quartiers de Lom. Ce travail s'inscrit dans le contexte de Lom. La mthodologie adopte est Prototypage rapide. Les rsultats obtenus constituent une contribution significative au domaine de Systmes Embarqus.",Systmes Embarqus,Prototypage rapide,Master 1,2019,Etudiant_0133,Dr. Professeur_01,18.73,afrique|arduino|energie|iot|mqtt|raspberry-pi,6,1,4,Rseaux,afrique|arduino|autonomes|autonomes mesurant|autonomie|autonomie mois|energie|iot|mqtt|raspberry-pi|vers dashboard
MEM-0134,Irrigation automatique intelligente,Systme embarqu sur Arduino/Raspberry Pi pour l'irrigation selon l'humidit du sol et les prvisions mto. conomie d'eau de 35% mesure sur 6 mois dans une exploitation agricole pilote.,Systme embarqu sur Arduino/Raspberry Pi pour l'irrigation selon l'humidit du sol et les prvisions mto. conomie d'eau de 35% mesure sur 6 mois dans une exploitation agricole pilote. Ce travail s'inscrit dans le contexte de Afrique de l'Ouest. La mthodologie adopte est Recherche-action. Les rsultats obtenus constituent une contribution significative au domaine de Systmes Embarqus.,Irrigation automatique intelligente. Systme embarqu sur Arduino/Raspberry Pi pour l'irrigation selon l'humidit du sol et les prvisions mto. conomie d'eau de 35% mesure sur 6 mois dans une exploitation agricole pilote. Systme embarqu sur Arduino/Raspberry Pi pour l'irrigation selon l'humidit du sol et les prvisions mto. conomie d'eau de 35% mesure sur 6 mois dans une exploitation agricole pilote. Ce travail s'inscrit dans le contexte de Afrique de l'Ouest. La mthodologie adopte est Recherche-action. Les rsultats obtenus constituent une contribution significative au domaine de Systmes Embarqus.,Systmes Embarqus,Recherche-action,Licence 3,2020,Etudiant_0134,Dr. Professeur_12,17.72,arduino|embarque|raspberry-pi|temps-reel,4,1,0,Systmes Embarqus,arduino|embarque|irrigation|raspberry|raspberry pi|raspberry-pi|sur|sur mois|temps-reel
MEM-0135,Audit de scurit des infrastructures bancaires,"valuation complte de la posture de scurit d'une banque locale par tests de pntration, analyse de code et revue de configuration. Rapport de 47 vulnrabilits identifies avec plan de remdiation.","valuation complte de la posture de scurit d'une banque locale par tests de pntration, analyse de code et revue de configuration. Rapport de 47 vulnrabilits identifies avec plan de remdiation. Ce travail s'inscrit dans le contexte de zones rurales. La mthodologie adopte est Recherche applique. Les rsultats obtenus constituent une contribution significative au domaine de Cyberscurit.","Audit de scurit des infrastructures bancaires. valuation complte de la posture de scurit d'une banque locale par tests de pntration, analyse de code et revue de configuration. Rapport de 47 vulnrabilits identifies avec plan de remdiation. valuation complte de la posture de scurit d'une banque locale par tests de pntration, analyse de code et revue de configuration. Rapport de 47 vulnrabilits identifies avec plan de remdiation. Ce travail s'inscrit dans le contexte de zones rurales. La mthodologie adopte est Recherche applique. Les rsultats obtenus constituent une contribution significative au domaine de Cyberscurit.",Cyberscurit,Recherche applique,Master 2,2020,Etudiant_0135,Dr. Professeur_02,18.11,audit|cryptographie|forensics|intrusion|owasp,5,1,2,Cyberscurit,audit|code et|cryptographie|de scurit|forensics|intrusion|owasp|rapport de|revue|scurit
MEM-0136,Entrept de donnes pour le Ministre de la Sant,"Conception d'un data warehouse selon modlisation en toile pour centraliser les donnes pidmiologiques nationales. Pipeline ETL automatis, 50M enregistrements, requtes analytiques en < 2s.","Conception d'un data warehouse selon modlisation en toile pour centraliser les donnes pidmiologiques nationales. Pipeline ETL automatis, 50M enregistrements, requtes analytiques en < 2s. Ce travail s'inscrit dans le contexte de Lom. La mthodologie adopte est Recherche applique. Les rsultats obtenus constituent une contribution significative au domaine de Bases de donnes.","Entrept de donnes pour le Ministre de la Sant. Conception d'un data warehouse selon modlisation en toile pour centraliser les donnes pidmiologiques nationales. Pipeline ETL automatis, 50M enregistrements, requtes analytiques en < 2s. Conception d'un data warehouse selon modlisation en toile pour centraliser les donnes pidmiologiques nationales. Pipeline ETL automatis, 50M enregistrements, requtes analytiques en < 2s. Ce travail s'inscrit dans le contexte de Lom. La mthodologie adopte est Recherche applique. Les rsultats obtenus constituent une contribution significative au domaine de Bases de donnes.",Bases de donnes,Recherche applique,Licence 3,2018,Etudiant_0136,Dr. Professeur_09,19.89,etl|optimisation|postgresql,3,1,1,Bases de donnes,automatis|donnes|en|etl|modlisation|optimisation|pipeline etl|postgresql
MEM-0137,Analyse de sentiment pour les lections africaines,Application du NLP pour analyser l'opinion publique sur les rseaux sociaux pendant les campagnes lectorales. Modle CamemBERT adapt au franais africain avec 89% d'exactitude.,Application du NLP pour analyser l'opinion publique sur les rseaux sociaux pendant les campagnes lectorales. Modle CamemBERT adapt au franais africain avec 89% d'exactitude. Ce travail s'inscrit dans le contexte de contexte africain. La mthodologie adopte est Recherche exprimentale. Les rsultats obtenus constituent une contribution significative au domaine de IA / Machine Learning.,Analyse de sentiment pour les lections africaines. Application du NLP pour analyser l'opinion publique sur les rseaux sociaux pendant les campagnes lectorales. Modle CamemBERT adapt au franais africain avec 89% d'exactitude. Application du NLP pour analyser l'opinion publique sur les rseaux sociaux pendant les campagnes lectorales. Modle CamemBERT adapt au franais africain avec 89% d'exactitude. Ce travail s'inscrit dans le contexte de contexte africain. La mthodologie adopte est Recherche exprimentale. Les rsultats obtenus constituent une contribution significative au domaine de IA / Machine Learning.,IA / Machine Learning,Recherche exprimentale,Master 1,2020,Etudiant_0137,Dr. Professeur_07,14.37,afrique|bert|machine-learning|neural-network|nlp,5,1,4,Rseaux,89|89 exactitude|afrique|bert|machine-learning|modle camembert|neural-network|nlp|publique sur
MEM-0138,Pipeline CI/CD pour quipe de dveloppement,"Mise en place d'un pipeline d'intgration et dploiement continus avec GitHub Actions, Docker et Kubernetes. Rduction du temps de dploiement de 2 jours  15 minutes. 0 rgression en production.","Mise en place d'un pipeline d'intgration et dploiement continus avec GitHub Actions, Docker et Kubernetes. Rduction du temps de dploiement de 2 jours  15 minutes. 0 rgression en production. Ce travail s'inscrit dans le contexte de Afrique de l'Ouest. La mthodologie adopte est Recherche exprimentale. Les rsultats obtenus constituent une contribution significative au domaine de Cloud / DevOps.","Pipeline CI/CD pour quipe de dveloppement. Mise en place d'un pipeline d'intgration et dploiement continus avec GitHub Actions, Docker et Kubernetes. Rduction du temps de dploiement de 2 jours  15 minutes. 0 rgression en production. Mise en place d'un pipeline d'intgration et dploiement continus avec GitHub Actions, Docker et Kubernetes. Rduction du temps de dploiement de 2 jours  15 minutes. 0 rgression en production. Ce travail s'inscrit dans le contexte de Afrique de l'Ouest. La mthodologie adopte est Recherche exprimentale. Les rsultats obtenus constituent une contribution significative au domaine de Cloud / DevOps.",Cloud / DevOps,Recherche exprimentale,Master 1,2023,Etudiant_0138,Dr. Professeur_02,17.27,docker|kubernetes|microservices|monitoring|terraform,5,1,1,Bases de donnes,docker|dploiement|en|kubernetes|microservices|minutes|monitoring|pipeline|terraform
MEM-0139,Scurisation des applications mobile banking,Analyse des vulnrabilits des applications de paiement mobile au Togo selon OWASP Mobile Top 10. Implmentation des contre-mesures et chiffrement end-to-end des transactions.,Analyse des vulnrabilits des applications de paiement mobile au Togo selon OWASP Mobile Top 10. Implmentation des contre-mesures et chiffrement end-to-end des transactions. Ce travail s'inscrit dans le contexte de langues locales. La mthodologie adopte est Recherche applique. Les rsultats obtenus constituent une contribution significative au domaine de Cyberscurit.,Scurisation des applications mobile banking. Analyse des vulnrabilits des applications de paiement mobile au Togo selon OWASP Mobile Top 10. Implmentation des contre-mesures et chiffrement end-to-end des transactions. Analyse des vulnrabilits des applications de paiement mobile au Togo selon OWASP Mobile Top 10. Implmentation des contre-mesures et chiffrement end-to-end des transactions. Ce travail s'inscrit dans le contexte de langues locales. La mthodologie adopte est Recherche applique. Les rsultats obtenus constituent une contribution significative au domaine de Cyberscurit.,Cyberscurit,Recherche applique,Master 1,2018,Etudiant_0139,Dr. Professeur_12,14.46,afrique|audit|owasp|vulnerabilite,4,1,2,Cyberscurit,afrique|applications|audit|des|des applications|end|mobile|owasp|vulnerabilite
MEM-0140,Optimisation performances BDD hospitalire,"Analyse et optimisation d'un systme de gestion hospitalire sous PostgreSQL. Indexation, partitionnement et rcriture de requtes. Rduction du temps de rponse moyen de 8s  0.3s.","Analyse et optimisation d'un systme de gestion hospitalire sous PostgreSQL. Indexation, partitionnement et rcriture de requtes. Rduction du temps de rponse moyen de 8s  0.3s. Ce travail s'inscrit dans le contexte de Afrique de l'Ouest. La mthodologie adopte est tude de cas. Les rsultats obtenus constituent une contribution significative au domaine de Bases de donnes.","Optimisation performances BDD hospitalire. Analyse et optimisation d'un systme de gestion hospitalire sous PostgreSQL. Indexation, partitionnement et rcriture de requtes. Rduction du temps de rponse moyen de 8s  0.3s. Analyse et optimisation d'un systme de gestion hospitalire sous PostgreSQL. Indexation, partitionnement et rcriture de requtes. Rduction du temps de rponse moyen de 8s  0.3s. Ce travail s'inscrit dans le contexte de Afrique de l'Ouest. La mthodologie adopte est tude de cas. Les rsultats obtenus constituent une contribution significative au domaine de Bases de donnes.",Bases de donnes,tude de cas,Licence 3,2023,Etudiant_0140,Dr. Professeur_07,16.71,etl|nosql|optimisation|postgresql,4,1,1,Bases de donnes,etl|hospitalire|hospitalire sous|nosql|optimisation|postgresql|rcriture de|sous postgresql
MEM-0141,Audit de scurit des infrastructures bancaires,"valuation complte de la posture de scurit d'une banque locale par tests de pntration, analyse de code et revue de configuration. Rapport de 47 vulnrabilits identifies avec plan de remdiation.","valuation complte de la posture de scurit d'une banque locale par tests de pntration, analyse de code et revue de configuration. Rapport de 47 vulnrabilits identifies avec plan de remdiation. Ce travail s'inscrit dans le contexte de contexte africain. La mthodologie adopte est Recherche exprimentale. Les rsultats obtenus constituent une contribution significative au domaine de Cyberscurit.","Audit de scurit des infrastructures bancaires. valuation complte de la posture de scurit d'une banque locale par tests de pntration, analyse de code et revue de configuration. Rapport de 47 vulnrabilits identifies avec plan de remdiation. valuation complte de la posture de scurit d'une banque locale par tests de pntration, analyse de code et revue de configuration. Rapport de 47 vulnrabilits identifies avec plan de remdiation. Ce travail s'inscrit dans le contexte de contexte africain. La mthodologie adopte est Recherche exprimentale. Les rsultats obtenus constituent une contribution significative au domaine de Cyberscurit.",Cyberscurit,Recherche exprimentale,Master 2,2023,Etudiant_0141,Dr. Professeur_10,13.62,intrusion|pentesting|siem|vulnerabilite,4,0,2,Cyberscurit,code et|de scurit|intrusion|locale par|pentesting|scurit|siem|vulnerabilite|vulnrabilits identifies
MEM-0142,Scurisation des applications mobile banking,Analyse des vulnrabilits des applications de paiement mobile au Togo selon OWASP Mobile Top 10. Implmentation des contre-mesures et chiffrement end-to-end des transactions.,Analyse des vulnrabilits des applications de paiement mobile au Togo selon OWASP Mobile Top 10. Implmentation des contre-mesures et chiffrement end-to-end des transactions. Ce travail s'inscrit dans le contexte de contexte africain. La mthodologie adopte est tude de cas. Les rsultats obtenus constituent une contribution significative au domaine de Cyberscurit.,Scurisation des applications mobile banking. Analyse des vulnrabilits des applications de paiement mobile au Togo selon OWASP Mobile Top 10. Implmentation des contre-mesures et chiffrement end-to-end des transactions. Analyse des vulnrabilits des applications de paiement mobile au Togo selon OWASP Mobile Top 10. Implmentation des contre-mesures et chiffrement end-to-end des transactions. Ce travail s'inscrit dans le contexte de contexte africain. La mthodologie adopte est tude de cas. Les rsultats obtenus constituent une contribution significative au domaine de Cyberscurit.,Cyberscurit,tude de cas,Master 1,2020,Etudiant_0142,Dr. Professeur_11,13.98,afrique|forensics|intrusion|siem|vulnerabilite,5,1,2,Cyberscurit,afrique|applications|des|des applications|end|forensics|intrusion|mobile|siem|vulnerabilite
MEM-0143,Plateforme de gestion des stages universitaires,"Application full-stack React/FastAPI permettant aux tudiants de postuler aux stages, aux entreprises de publier des offres et  l'universit de suivre les conventions. Dploye sur 3 universits togolaises.","Application full-stack React/FastAPI permettant aux tudiants de postuler aux stages, aux entreprises de publier des offres et  l'universit de suivre les conventions. Dploye sur 3 universits togolaises. Ce travail s'inscrit dans le contexte de PME africaine. La mthodologie adopte est Recherche-action. Les rsultats obtenus constituent une contribution significative au domaine de Dveloppement Web.","Plateforme de gestion des stages universitaires. Application full-stack React/FastAPI permettant aux tudiants de postuler aux stages, aux entreprises de publier des offres et  l'universit de suivre les conventions. Dploye sur 3 universits togolaises. Application full-stack React/FastAPI permettant aux tudiants de postuler aux stages, aux entreprises de publier des offres et  l'universit de suivre les conventions. Dploye sur 3 universits togolaises. Ce travail s'inscrit dans le contexte de PME africaine. La mthodologie adopte est Recherche-action. Les rsultats obtenus constituent une contribution significative au domaine de Dveloppement Web.",Dveloppement Web,Recherche-action,Licence 3,2021,Etudiant_0143,Dr. Professeur_10,12.15,afrique|django|docker|fastapi|javascript|react|rest-api,7,1,3,Dveloppement Web,afrique|aux|django|docker|fastapi|fastapi permettant|javascript|offres et|postuler|react|rest-api|stages
MEM-0144,Entrept de donnes pour le Ministre de la Sant,"Conception d'un data warehouse selon modlisation en toile pour centraliser les donnes pidmiologiques nationales. Pipeline ETL automatis, 50M enregistrements, requtes analytiques en < 2s.","Conception d'un data warehouse selon modlisation en toile pour centraliser les donnes pidmiologiques nationales. Pipeline ETL automatis, 50M enregistrements, requtes analytiques en < 2s. Ce travail s'inscrit dans le contexte de PME africaine. La mthodologie adopte est Dveloppement logiciel (SCRUM). Les rsultats obtenus constituent une contribution significative au domaine de Bases de donnes.","Entrept de donnes pour le Ministre de la Sant. Conception d'un data warehouse selon modlisation en toile pour centraliser les donnes pidmiologiques nationales. Pipeline ETL automatis, 50M enregistrements, requtes analytiques en < 2s. Conception d'un data warehouse selon modlisation en toile pour centraliser les donnes pidmiologiques nationales. Pipeline ETL automatis, 50M enregistrements, requtes analytiques en < 2s. Ce travail s'inscrit dans le contexte de PME africaine. La mthodologie adopte est Dveloppement logiciel (SCRUM). Les rsultats obtenus constituent une contribution significative au domaine de Bases de donnes.",Bases de donnes,Dveloppement logiciel (SCRUM),Licence 3,2024,Etudiant_0144,Dr. Professeur_13,19.97,indexation|mongodb|nosql,3,1,1,Bases de donnes,2s|50m enregistrements|donnes|en|indexation|mongodb|nosql|un data
MEM-0145,Contrle d'accs biomtrique  faible cot,Systme de contrle d'accs par empreinte digitale et reconnaissance faciale pour scuriser des locaux  budget limit. Cot matriel sous 50 000 FCFA. Dploy dans 3 tablissements scolaires.,Systme de contrle d'accs par empreinte digitale et reconnaissance faciale pour scuriser des locaux  budget limit. Cot matriel sous 50 000 FCFA. Dploy dans 3 tablissements scolaires. Ce travail s'inscrit dans le contexte de mobile money. La mthodologie adopte est Recherche applique. Les rsultats obtenus constituent une contribution significative au domaine de Systmes Embarqus.,Contrle d'accs biomtrique  faible cot. Systme de contrle d'accs par empreinte digitale et reconnaissance faciale pour scuriser des locaux  budget limit. Cot matriel sous 50 000 FCFA. Dploy dans 3 tablissements scolaires. Systme de contrle d'accs par empreinte digitale et reconnaissance faciale pour scuriser des locaux  budget limit. Cot matriel sous 50 000 FCFA. Dploy dans 3 tablissements scolaires. Ce travail s'inscrit dans le contexte de mobile money. La mthodologie adopte est Recherche applique. Les rsultats obtenus constituent une contribution significative au domaine de Systmes Embarqus.,Systmes Embarqus,Recherche applique,Master 2,2018,Etudiant_0145,Dr. Professeur_04,11.21,energie|iot|mqtt|raspberry-pi|temps-reel,5,1,0,Systmes Embarqus,accs|accs par|contrle|contrle accs|cot|energie|iot|mqtt|raspberry-pi|temps-reel
MEM-0146,Optimisation QoS dans les rseaux 4G,tude et amlioration de la qualit de service pour les applications temps rel sur rseau mobile 4G/LTE. Simulation sous NS-3 et validation terrain avec mesures de latence et dbit.,tude et amlioration de la qualit de service pour les applications temps rel sur rseau mobile 4G/LTE. Simulation sous NS-3 et validation terrain avec mesures de latence et dbit. Ce travail s'inscrit dans le contexte de Afrique de l'Ouest. La mthodologie adopte est Dveloppement logiciel (SCRUM). Les rsultats obtenus constituent une contribution significative au domaine de Rseaux.,Optimisation QoS dans les rseaux 4G. tude et amlioration de la qualit de service pour les applications temps rel sur rseau mobile 4G/LTE. Simulation sous NS-3 et validation terrain avec mesures de latence et dbit. tude et amlioration de la qualit de service pour les applications temps rel sur rseau mobile 4G/LTE. Simulation sous NS-3 et validation terrain avec mesures de latence et dbit. Ce travail s'inscrit dans le contexte de Afrique de l'Ouest. La mthodologie adopte est Dveloppement logiciel (SCRUM). Les rsultats obtenus constituent une contribution significative au domaine de Rseaux.,Rseaux,Dveloppement logiciel (SCRUM),Master 1,2022,Etudiant_0146,Dr. Professeur_12,13.09,4g|cisco|qos|tcp-ip|wifi,5,1,4,Rseaux,4g|cisco|latence et|mobile 4g|qos|simulation|sur rseau|tcp-ip|wifi
MEM-0147,Pipeline CI/CD pour quipe de dveloppement,"Mise en place d'un pipeline d'intgration et dploiement continus avec GitHub Actions, Docker et Kubernetes. Rduction du temps de dploiement de 2 jours  15 minutes. 0 rgression en production.","Mise en place d'un pipeline d'intgration et dploiement continus avec GitHub Actions, Docker et Kubernetes. Rduction du temps de dploiement de 2 jours  15 minutes. 0 rgression en production. Ce travail s'inscrit dans le contexte de PME africaine. La mthodologie adopte est Dveloppement dirig par les tests (TDD). Les rsultats obtenus constituent une contribution significative au domaine de Cloud / DevOps.","Pipeline CI/CD pour quipe de dveloppement. Mise en place d'un pipeline d'intgration et dploiement continus avec GitHub Actions, Docker et Kubernetes. Rduction du temps de dploiement de 2 jours  15 minutes. 0 rgression en production. Mise en place d'un pipeline d'intgration et dploiement continus avec GitHub Actions, Docker et Kubernetes. Rduction du temps de dploiement de 2 jours  15 minutes. 0 rgression en production. Ce travail s'inscrit dans le contexte de PME africaine. La mthodologie adopte est Dveloppement dirig par les tests (TDD). Les rsultats obtenus constituent une contribution significative au domaine de Cloud / DevOps.",Cloud / DevOps,Dveloppement dirig par les tests (TDD),Master 2,2018,Etudiant_0147,Dr. Professeur_09,14.66,aws|devops|docker|kubernetes|monitoring,5,1,1,Bases de donnes,aws|devops|docker|dploiement|en|kubernetes|monitoring|pipeline|pipeline intgration|place
