id_paire,texte_a,texte_b,categorie_similarite,score_similarite
PAIR-00478,"Ce projet de fin d'tudes porte sur un moteur de recommandation de cours. La motivation principale est la scurit insuffisante des donnes personnelles qui constitue un dfi majeur. Nous proposons une solution base sur blockchain et smart contracts en suivant une approche le prototypage rapide et l'itration continue. Pour raliser ce projet, nous avons adopt le prototypage rapide et l'itration continue. Cette approche nous permet de livrer des incrments fonctionnels rgulirement. Le travail a t divis en 4 itrations de dure gale. Notre systme a t valu sur un jeu de donnes de 7580 enregistrements. Les rsultats indiquent une amlioration de 20% par rapport  l'approche classique. Le temps de rponse moyen est de 252ms, ce qui rpond aux exigences. Ce travail a permis de dvelopper un moteur de recommandation de cours qui rpond efficacement  la scurit insuffisante des donnes personnelles. Les rsultats obtenus sont satisfaisants et ouvrent la voie  des amliorations futures. Les perspectives incluent l'intgration de nouvelles fonctionnalits et l'extension  d'autres contextes.","Ce projet de fin d'tudes porte sur un moteur de recommandation de cours. La motivation principale est la scurit insuffisante des donnes personnelles qui constitue un dfi majeur. Nous proposons une rponse base sur blockchain et smart contracts en suivant une mthode le prototypage rapide et l'itration continue. Pour raliser ce projet, nous avons adopt le prototypage rapide et l'itration continue. Cette approche nous permet de livrer des incrments fonctionnels rgulirement. Le travail a t divis en 4 itrations de dure gale. Notre systme a t valu sur un jeu de donnes de 7580 enregistrements. Les rsultats indiquent une optimisation de 20% par rapport l'approche classique. Le temps de rponse moyen est de 252ms, ce qui rpond aux exigences. Ce travail a permis de construire un moteur de recommandation de cours qui rpond efficacement la scurit insuffisante des informations personnelles. Les performances obtenus sont satisfaisants et ouvrent la voie des amliorations futures. Les perspectives incluent l'intgration de nouvelles fonctionnalits et l'extension d'autres contextes.",PLAGIAT_PARTIEL,0.615
PAIR-00019,"Ce projet de fin d'tudes porte sur un moteur de recommandation de cours. La motivation principale est la scurit insuffisante des donnes personnelles qui constitue un dfi majeur. Nous proposons une solution base sur Docker et Kubernetes en suivant une approche la recherche exprimentale avec validation empirique. La mthodologie de dveloppement choisie est la recherche exprimentale avec validation empirique. Nous avons structur le travail en 3 phases distinctes. Chaque phase comprend des livrables mesurables et des critres de validation clairs. Les exprimentations confirment la viabilit de notre approche avec 81% d'efficacit. Compar aux solutions actuelles, nous observons un gain de 41% sur les mtriques cls. Ces rsultats ont t valids par une quipe de 14 experts du domaine. Ce travail a permis de dvelopper un moteur de recommandation de cours qui rpond efficacement  la scurit insuffisante des donnes personnelles. Les rsultats obtenus sont satisfaisants et ouvrent la voie  des amliorations futures. Les perspectives incluent l'intgration de nouvelles fonctionnalits et l'extension  d'autres contextes.","Ce travail vise  concevoir et implmenter une plateforme de gestion des ressources humaines en utilisant deep learning et PyTorch. La problmatique principale est le manque d'accessibilit aux services dans les zones rurales. Notre approche repose sur la recherche exprimentale avec validation empirique. L'approche mthodologique retenue est la recherche exprimentale avec validation empirique. Elle se dcline en 4 grandes tapes : analyse des besoins, conception, implmentation, tests et dploiement. Notre systme a t valu sur un jeu de donnes de 5206 enregistrements. Les rsultats indiquent une amlioration de 30% par rapport  l'approche classique. Le temps de rponse moyen est de 214ms, ce qui rpond aux exigences. En conclusion, nous avons conu et implment une plateforme de gestion des ressources humaines. Notre solution apporte une rponse concrte  le manque d'accessibilit aux services dans les zones rurales. Les travaux futurs porteront sur l'amlioration des performances et la scalabilit du systme.",ORIGINAL,0.168
PAIR-00290,"Dans le cadre de ce mmoire, nous proposons une plateforme de tlmdecine. Face  le cot lev des solutions existantes sur le march, nous avons choisi d'utiliser Flutter et Firebase comme solution principale. La mthodologie adopte est une tude de cas approfondie avec donnes relles. Pour raliser ce projet, nous avons adopt une tude de cas approfondie avec donnes relles. Cette approche nous permet de livrer des incrments fonctionnels rgulirement. Le travail a t divis en 5 itrations de dure gale. Les tests raliss montrent que notre solution atteint 86% de prcision. Les performances obtenues dpassent les solutions existantes de 44%. L'interface utilisateur a t valide par 22 utilisateurs rels. En conclusion, nous avons conu et implment une plateforme de tlmdecine. Notre solution apporte une rponse concrte  le cot lev des solutions existantes sur le march. Les travaux futurs porteront sur l'amlioration des performances et la scalabilit du systme.","L'objectif de cette tude est de rsoudre les pertes financires dues aux erreurs humaines grce  une application de paiement mobile scurise. Nous utilisons Flutter et Firebase combin avec la recherche-action avec participation des utilisateurs finaux pour atteindre cet objectif. Pour raliser ce projet, nous avons adopt la recherche-action avec participation des utilisateurs finaux. Cette approche nous permet de livrer des incrments fonctionnels rgulirement. Le travail a t divis en 6 itrations de dure gale. Notre systme a t valu sur un jeu de donnes de 3280 enregistrements. Les rsultats indiquent une amlioration de 31% par rapport  l'approche classique. Le temps de rponse moyen est de 387ms, ce qui rpond aux exigences. Ce travail a permis de dvelopper une application de paiement mobile scurise qui rpond efficacement  les pertes financires dues aux erreurs humaines. Les rsultats obtenus sont satisfaisants et ouvrent la voie  des amliorations futures. Les perspectives incluent l'intgration de nouvelles fonctionnalits et l'extension  d'autres contextes.",ORIGINAL,0.003
PAIR-00590,"Ce travail vise  concevoir et implmenter un systme de dtection de fraude bancaire en utilisant deep learning et PyTorch. La problmatique principale est le manque d'accessibilit aux services dans les zones rurales. Notre approche repose sur une tude de cas approfondie avec donnes relles. L'approche mthodologique retenue est une tude de cas approfondie avec donnes relles. Elle se dcline en 5 grandes tapes : analyse des besoins, conception, implmentation, tests et dploiement. Les exprimentations confirment la viabilit de notre approche avec 91% d'efficacit. Compar aux solutions actuelles, nous observons un gain de 33% sur les mtriques cls. Ces rsultats ont t valids par une quipe de 22 experts du domaine. Ce mmoire prsente un systme de dtection de fraude bancaire comme solution  le manque d'accessibilit aux services dans les zones rurales. Les objectifs fixs au dpart ont t atteints. Cette tude constitue une base solide pour de futures recherches dans ce domaine.","Ce travail vise dvelopper et implmenter un systme de dtection de fraude bancaire en utilisant deep learning et PyTorch. La challenge principale est le manque d'accessibilit aux services dans les zones rurales. Notre approche repose sur une tude de cas approfondie avec donnes relles. L'approche mthodologique retenue est une tude de cas approfondie avec informations relles. Elle se dcline en 5 grandes tapes : analyse des besoins, conception, implmentation, tests et dploiement. Les exprimentations confirment la viabilit de notre mthode avec 91% d'efficacit. Compar aux solutions actuelles, nous observons un gain de 33% sur les mtriques cls. Ces rsultats ont t valids par une quipe de 22 experts du domaine. Ce mmoire prsente un outil de dtection de fraude bancaire comme solution le manque d'accessibilit aux services dans les zones rurales. Les objectifs fixs au dpart ont t atteints. Cette tude constitue une base solide pour de futures recherches dans ce domaine.",PLAGIAT_PARTIEL,0.758
PAIR-00594,"Ce travail vise  concevoir et implmenter un systme de gestion des stocks intelligents en utilisant NLP et transformers BERT. La problmatique principale est l'absence d'outils adapts au contexte africain. Notre approche repose sur la recherche exprimentale avec validation empirique. L'approche mthodologique retenue est la recherche exprimentale avec validation empirique. Elle se dcline en 3 grandes tapes : analyse des besoins, conception, implmentation, tests et dploiement. Notre systme a t valu sur un jeu de donnes de 6477 enregistrements. Les rsultats indiquent une amlioration de 16% par rapport  l'approche classique. Le temps de rponse moyen est de 424ms, ce qui rpond aux exigences. Ce travail a permis de dvelopper un systme de gestion des stocks intelligents qui rpond efficacement  l'absence d'outils adapts au contexte africain. Les rsultats obtenus sont satisfaisants et ouvrent la voie  des amliorations futures. Les perspectives incluent l'intgration de nouvelles fonctionnalits et l'extension  d'autres contextes.","Ce travail vise dvelopper et raliser un systme de gestion des stocks intelligents en utilisant NLP et transformers BERT. La challenge principale est l'absence d'outils adapts au contexte africain. Notre approche repose sur la recherche exprimentale avec validation empirique. L'approche mthodologique retenue est la recherche exprimentale avec validation empirique. Elle se dcline en 3 grandes tapes : analyse des besoins, conception, implmentation, tests et dploiement. Notre systme a t valu sur un jeu de donnes de 6477 enregistrements. Les performances indiquent une amlioration de 16% par rapport l'approche classique. Le temps de rponse moyen est de 424ms, ce qui rpond aux exigences. Ce travail a permis de construire un outil de gestion des stocks intelligents qui rpond efficacement l'absence d'outils adapts au contexte africain. Les performances obtenus sont satisfaisants et ouvrent la voie des amliorations futures. Les perspectives incluent l'intgration de nouvelles fonctionnalits et l'extension d'autres contextes.",PLAGIAT_PARTIEL,0.683
PAIR-00216,"Ce travail vise  concevoir et implmenter un systme de dtection de fraude bancaire en utilisant deep learning et PyTorch. La problmatique principale est le manque d'accessibilit aux services dans les zones rurales. Notre approche repose sur une tude de cas approfondie avec donnes relles. L'approche mthodologique retenue est une tude de cas approfondie avec donnes relles. Elle se dcline en 5 grandes tapes : analyse des besoins, conception, implmentation, tests et dploiement. Les exprimentations confirment la viabilit de notre approche avec 91% d'efficacit. Compar aux solutions actuelles, nous observons un gain de 33% sur les mtriques cls. Ces rsultats ont t valids par une quipe de 22 experts du domaine. Ce mmoire prsente un systme de dtection de fraude bancaire comme solution  le manque d'accessibilit aux services dans les zones rurales. Les objectifs fixs au dpart ont t atteints. Cette tude constitue une base solide pour de futures recherches dans ce domaine.","L'objectif de cette tude est de rsoudre l'absence d'outils adapts au contexte africain grce  un systme de vote lectronique. Nous utilisons Docker et Kubernetes combin avec une tude de cas approfondie avec donnes relles pour atteindre cet objectif. Pour raliser ce projet, nous avons adopt une tude de cas approfondie avec donnes relles. Cette approche nous permet de livrer des incrments fonctionnels rgulirement. Le travail a t divis en 5 itrations de dure gale. Les tests raliss montrent que notre solution atteint 92% de prcision. Les performances obtenues dpassent les solutions existantes de 42%. L'interface utilisateur a t valide par 40 utilisateurs rels. En conclusion, nous avons conu et implment un systme de vote lectronique. Notre solution apporte une rponse concrte  l'absence d'outils adapts au contexte africain. Les travaux futurs porteront sur l'amlioration des performances et la scalabilit du systme.",ORIGINAL,0.185
PAIR-00654,"Ce projet de fin d'tudes porte sur une plateforme e-commerce pour artisans locaux. La motivation principale est la lenteur des processus manuels actuels qui constitue un dfi majeur. Nous proposons une solution base sur blockchain et smart contracts en suivant une approche la recherche-action avec participation des utilisateurs finaux. Pour raliser ce projet, nous avons adopt la recherche-action avec participation des utilisateurs finaux. Cette approche nous permet de livrer des incrments fonctionnels rgulirement. Le travail a t divis en 3 itrations de dure gale. Les tests raliss montrent que notre solution atteint 96% de prcision. Les performances obtenues dpassent les solutions existantes de 26%. L'interface utilisateur a t valide par 49 utilisateurs rels. En conclusion, nous avons conu et implment une plateforme e-commerce pour artisans locaux. Notre solution apporte une rponse concrte  la lenteur des processus manuels actuels. Les travaux futurs porteront sur l'amlioration des performances et la scalabilit du systme.","Ce projet de fin d'tudes porte sur une systme e-commerce pour artisans locaux. La motivation principale est la lenteur des processus manuels actuels qui constitue un dfi majeur. Nous proposons une rponse base sur blockchain et smart contracts en suivant une mthode la recherche-action avec participation des utilisateurs finaux finaux. Pour raliser ce projet, nous avons adopt la recherche-action avec participation des utilisateurs finaux finaux. Cette mthode nous permet de livrer des incrments fonctionnels rgulirement. Le travail a t divis en 3 itrations de dure gale. Les tests raliss indiquent que notre rponse atteint 96% de prcision. Les performances obtenues dpassent les solutions existantes de 26%. L'interface utilisateur a t valide par 49 utilisateurs finaux rels. En conclusion, nous avons conu et implment une systme e-commerce pour artisans locaux. Notre rponse apporte une rponse concrte la lenteur des processus manuels actuels. Les travaux futurs porteront sur l'amlioration des performances et la scalabilit du outil",PLAGIAT_TOTAL,0.833
PAIR-00198,"Ce travail vise  concevoir et implmenter un systme de dtection de fraude bancaire en utilisant deep learning et PyTorch. La problmatique principale est le manque d'accessibilit aux services dans les zones rurales. Notre approche repose sur une tude de cas approfondie avec donnes relles. L'approche mthodologique retenue est une tude de cas approfondie avec donnes relles. Elle se dcline en 5 grandes tapes : analyse des besoins, conception, implmentation, tests et dploiement. Les exprimentations confirment la viabilit de notre approche avec 91% d'efficacit. Compar aux solutions actuelles, nous observons un gain de 33% sur les mtriques cls. Ces rsultats ont t valids par une quipe de 22 experts du domaine. Ce mmoire prsente un systme de dtection de fraude bancaire comme solution  le manque d'accessibilit aux services dans les zones rurales. Les objectifs fixs au dpart ont t atteints. Cette tude constitue une base solide pour de futures recherches dans ce domaine.","Dans le cadre de ce mmoire, nous proposons une plateforme de tlmdecine. Face  le cot lev des solutions existantes sur le march, nous avons choisi d'utiliser Arduino et Raspberry Pi comme solution principale. La mthodologie adopte est la recherche-action avec participation des utilisateurs finaux. Pour raliser ce projet, nous avons adopt la recherche-action avec participation des utilisateurs finaux. Cette approche nous permet de livrer des incrments fonctionnels rgulirement. Le travail a t divis en 5 itrations de dure gale. Notre systme a t valu sur un jeu de donnes de 8699 enregistrements. Les rsultats indiquent une amlioration de 39% par rapport  l'approche classique. Le temps de rponse moyen est de 127ms, ce qui rpond aux exigences. En conclusion, nous avons conu et implment une plateforme de tlmdecine. Notre solution apporte une rponse concrte  le cot lev des solutions existantes sur le march. Les travaux futurs porteront sur l'amlioration des performances et la scalabilit du systme.",ORIGINAL,0.022
PAIR-00159,"Ce projet de fin d'tudes porte sur un systme de dtection de fraude bancaire. La motivation principale est la difficult d'accs aux soins mdicaux qui constitue un dfi majeur. Nous proposons une solution base sur deep learning et PyTorch en suivant une approche la recherche exprimentale avec validation empirique. La mthodologie de dveloppement choisie est la recherche exprimentale avec validation empirique. Nous avons structur le travail en 5 phases distinctes. Chaque phase comprend des livrables mesurables et des critres de validation clairs. Notre systme a t valu sur un jeu de donnes de 5026 enregistrements. Les rsultats indiquent une amlioration de 23% par rapport  l'approche classique. Le temps de rponse moyen est de 334ms, ce qui rpond aux exigences. Ce travail a permis de dvelopper un systme de dtection de fraude bancaire qui rpond efficacement  la difficult d'accs aux soins mdicaux. Les rsultats obtenus sont satisfaisants et ouvrent la voie  des amliorations futures. Les perspectives incluent l'intgration de nouvelles fonctionnalits et l'extension  d'autres contextes.","Dans le cadre de ce mmoire, nous proposons un systme de prdiction du dcrochage scolaire. Face  le manque de traabilit dans les processus administratifs, nous avons choisi d'utiliser NLP et transformers BERT comme solution principale. La mthodologie adopte est SCRUM avec des sprints de 2 semaines. L'approche mthodologique retenue est SCRUM avec des sprints de 2 semaines. Elle se dcline en 4 grandes tapes : analyse des besoins, conception, implmentation, tests et dploiement. Les exprimentations confirment la viabilit de notre approche avec 90% d'efficacit. Compar aux solutions actuelles, nous observons un gain de 36% sur les mtriques cls. Ces rsultats ont t valids par une quipe de 40 experts du domaine. En conclusion, nous avons conu et implment un systme de prdiction du dcrochage scolaire. Notre solution apporte une rponse concrte  le manque de traabilit dans les processus administratifs. Les travaux futurs porteront sur l'amlioration des performances et la scalabilit du systme.",ORIGINAL,0.077
PAIR-00459,"Ce travail vise  concevoir et implmenter une plateforme de gestion des ressources humaines en utilisant React et FastAPI. La problmatique principale est les pertes financires dues aux erreurs humaines. Notre approche repose sur SCRUM avec des sprints de 2 semaines. Pour raliser ce projet, nous avons adopt SCRUM avec des sprints de 2 semaines. Cette approche nous permet de livrer des incrments fonctionnels rgulirement. Le travail a t divis en 4 itrations de dure gale. Les exprimentations confirment la viabilit de notre approche avec 89% d'efficacit. Compar aux solutions actuelles, nous observons un gain de 43% sur les mtriques cls. Ces rsultats ont t valids par une quipe de 11 experts du domaine. Ce travail a permis de dvelopper une plateforme de gestion des ressources humaines qui rpond efficacement  les pertes financires dues aux erreurs humaines. Les rsultats obtenus sont satisfaisants et ouvrent la voie  des amliorations futures. Les perspectives incluent l'intgration de nouvelles fonctionnalits et l'extension  d'autres contextes.","Ce travail vise dvelopper et raliser une plateforme de gestion des ressources humaines en employant React et FastAPI. La challenge principale est les pertes financires dues aux erreurs humaines. Notre approche repose sur SCRUM avec des sprints de 2 semaines. Pour raliser ce projet, nous avons adopt SCRUM avec des sprints de 2 semaines. Cette approche nous permet de livrer des incrments fonctionnels rgulirement. Le travail a t divis en 4 itrations de dure gale. Les exprimentations confirment la viabilit de notre approche avec 89% d'efficacit. Compar aux solutions actuelles, nous observons un gain de 43% sur les mtriques cls. Ces rsultats ont t valids par une quipe de 11 experts du domaine. Ce travail a permis de construire une plateforme de gestion des ressources humaines qui rpond efficacement les pertes financires dues aux erreurs humaines. Les rsultats obtenus sont satisfaisants et ouvrent la voie des amliorations futures. Les perspectives incluent l'intgration de nouvelles fonctionnalits et l'extension d'autres contextes.",PLAGIAT_PARTIEL,0.572
PAIR-00298,"Ce projet de fin d'tudes porte sur une application de covoiturage universitaire. La motivation principale est la difficult d'accs aux soins mdicaux qui constitue un dfi majeur. Nous proposons une solution base sur machine learning et scikit-learn en suivant une approche le prototypage rapide et l'itration continue. L'approche mthodologique retenue est le prototypage rapide et l'itration continue. Elle se dcline en 3 grandes tapes : analyse des besoins, conception, implmentation, tests et dploiement. Notre systme a t valu sur un jeu de donnes de 1227 enregistrements. Les rsultats indiquent une amlioration de 21% par rapport  l'approche classique. Le temps de rponse moyen est de 412ms, ce qui rpond aux exigences. En conclusion, nous avons conu et implment une application de covoiturage universitaire. Notre solution apporte une rponse concrte  la difficult d'accs aux soins mdicaux. Les travaux futurs porteront sur l'amlioration des performances et la scalabilit du systme.","Ce travail vise  concevoir et implmenter un outil d'analyse de sentiment sur les rseaux sociaux en utilisant machine learning et scikit-learn. La problmatique principale est la difficult d'accs aux soins mdicaux. Notre approche repose sur la recherche-action avec participation des utilisateurs finaux. L'approche mthodologique retenue est la recherche-action avec participation des utilisateurs finaux. Elle se dcline en 3 grandes tapes : analyse des besoins, conception, implmentation, tests et dploiement. Les tests raliss montrent que notre solution atteint 86% de prcision. Les performances obtenues dpassent les solutions existantes de 43%. L'interface utilisateur a t valide par 46 utilisateurs rels. Ce travail a permis de dvelopper un outil d'analyse de sentiment sur les rseaux sociaux qui rpond efficacement  la difficult d'accs aux soins mdicaux. Les rsultats obtenus sont satisfaisants et ouvrent la voie  des amliorations futures. Les perspectives incluent l'intgration de nouvelles fonctionnalits et l'extension  d'autres contextes.",ORIGINAL,0.115
PAIR-00115,"Ce projet de fin d'tudes porte sur un systme de gestion des stocks intelligents. La motivation principale est le manque d'accessibilit aux services dans les zones rurales qui constitue un dfi majeur. Nous proposons une solution base sur NLP et transformers BERT en suivant une approche SCRUM avec des sprints de 2 semaines. Pour raliser ce projet, nous avons adopt SCRUM avec des sprints de 2 semaines. Cette approche nous permet de livrer des incrments fonctionnels rgulirement. Le travail a t divis en 3 itrations de dure gale. Les exprimentations confirment la viabilit de notre approche avec 81% d'efficacit. Compar aux solutions actuelles, nous observons un gain de 44% sur les mtriques cls. Ces rsultats ont t valids par une quipe de 14 experts du domaine. En conclusion, nous avons conu et implment un systme de gestion des stocks intelligents. Notre solution apporte une rponse concrte  le manque d'accessibilit aux services dans les zones rurales. Les travaux futurs porteront sur l'amlioration des performances et la scalabilit du systme.","L'objectif de cette tude est de rsoudre la lenteur des processus manuels actuels grce  un chatbot d'assistance mdicale. Nous utilisons Arduino et Raspberry Pi combin avec le prototypage rapide et l'itration continue pour atteindre cet objectif. L'approche mthodologique retenue est le prototypage rapide et l'itration continue. Elle se dcline en 6 grandes tapes : analyse des besoins, conception, implmentation, tests et dploiement. Les tests raliss montrent que notre solution atteint 94% de prcision. Les performances obtenues dpassent les solutions existantes de 32%. L'interface utilisateur a t valide par 40 utilisateurs rels. Ce mmoire prsente un chatbot d'assistance mdicale comme solution  la lenteur des processus manuels actuels. Les objectifs fixs au dpart ont t atteints. Cette tude constitue une base solide pour de futures recherches dans ce domaine.",ORIGINAL,0.183
PAIR-00568,"Ce travail vise  concevoir et implmenter un systme de gestion des stocks intelligents en utilisant NLP et transformers BERT. La problmatique principale est l'absence d'outils adapts au contexte africain. Notre approche repose sur la recherche exprimentale avec validation empirique. L'approche mthodologique retenue est la recherche exprimentale avec validation empirique. Elle se dcline en 3 grandes tapes : analyse des besoins, conception, implmentation, tests et dploiement. Notre systme a t valu sur un jeu de donnes de 6477 enregistrements. Les rsultats indiquent une amlioration de 16% par rapport  l'approche classique. Le temps de rponse moyen est de 424ms, ce qui rpond aux exigences. Ce travail a permis de dvelopper un systme de gestion des stocks intelligents qui rpond efficacement  l'absence d'outils adapts au contexte africain. Les rsultats obtenus sont satisfaisants et ouvrent la voie  des amliorations futures. Les perspectives incluent l'intgration de nouvelles fonctionnalits et l'extension  d'autres contextes.","Ce travail vise concevoir et implmenter un outil de gestion des stocks intelligents en utilisant NLP et transformers BERT. La challenge principale est l'absence d'outils adapts au contexte africain. Notre mthode repose sur la recherche exprimentale avec validation empirique. L'approche mthodologique retenue est la recherche exprimentale avec validation empirique. Elle se dcline en 3 grandes tapes : analyse des besoins, conception, implmentation, tests et dploiement. Notre systme a t valu sur un jeu de informations de 6477 enregistrements. Les performances indiquent une optimisation de 16% par rapport l'approche classique. Le temps de rponse moyen est de 424ms, ce qui rpond aux exigences. Ce travail a permis de construire un outil de gestion des stocks intelligents qui rpond efficacement l'absence d'outils adapts au contexte africain. Les rsultats obtenus sont satisfaisants et ouvrent la voie des amliorations futures. Les perspectives incluent l'intgration de nouvelles fonctionnalits et l'extension d'autres contextes.",PLAGIAT_PARTIEL,0.627
PAIR-00002,"L'objectif de cette tude est de rsoudre la lenteur des processus manuels actuels grce  un chatbot d'assistance mdicale. Nous utilisons Flutter et Firebase combin avec la recherche-action avec participation des utilisateurs finaux pour atteindre cet objectif. Pour raliser ce projet, nous avons adopt la recherche-action avec participation des utilisateurs finaux. Cette approche nous permet de livrer des incrments fonctionnels rgulirement. Le travail a t divis en 3 itrations de dure gale. Les tests raliss montrent que notre solution atteint 95% de prcision. Les performances obtenues dpassent les solutions existantes de 42%. L'interface utilisateur a t valide par 35 utilisateurs rels. Ce travail a permis de dvelopper un chatbot d'assistance mdicale qui rpond efficacement  la lenteur des processus manuels actuels. Les rsultats obtenus sont satisfaisants et ouvrent la voie  des amliorations futures. Les perspectives incluent l'intgration de nouvelles fonctionnalits et l'extension  d'autres contextes.","L'objectif de cette tude est de rsoudre le cot lev des solutions existantes sur le march grce  un systme de prdiction du dcrochage scolaire. Nous utilisons Arduino et Raspberry Pi combin avec une tude de cas approfondie avec donnes relles pour atteindre cet objectif. Pour raliser ce projet, nous avons adopt une tude de cas approfondie avec donnes relles. Cette approche nous permet de livrer des incrments fonctionnels rgulirement. Le travail a t divis en 5 itrations de dure gale. Les exprimentations confirment la viabilit de notre approche avec 88% d'efficacit. Compar aux solutions actuelles, nous observons un gain de 24% sur les mtriques cls. Ces rsultats ont t valids par une quipe de 17 experts du domaine. Ce mmoire prsente un systme de prdiction du dcrochage scolaire comme solution  le cot lev des solutions existantes sur le march. Les objectifs fixs au dpart ont t atteints. Cette tude constitue une base solide pour de futures recherches dans ce domaine.",ORIGINAL,0.174
PAIR-00161,"Ce travail vise  concevoir et implmenter un outil d'analyse de sentiment sur les rseaux sociaux en utilisant Flutter et Firebase. La problmatique principale est le manque d'accessibilit aux services dans les zones rurales. Notre approche repose sur la recherche exprimentale avec validation empirique. La mthodologie de dveloppement choisie est la recherche exprimentale avec validation empirique. Nous avons structur le travail en 6 phases distinctes. Chaque phase comprend des livrables mesurables et des critres de validation clairs. Notre systme a t valu sur un jeu de donnes de 8416 enregistrements. Les rsultats indiquent une amlioration de 34% par rapport  l'approche classique. Le temps de rponse moyen est de 387ms, ce qui rpond aux exigences. En conclusion, nous avons conu et implment un outil d'analyse de sentiment sur les rseaux sociaux. Notre solution apporte une rponse concrte  le manque d'accessibilit aux services dans les zones rurales. Les travaux futurs porteront sur l'amlioration des performances et la scalabilit du systme.","Ce projet de fin d'tudes porte sur une plateforme e-commerce pour artisans locaux. La motivation principale est la scurit insuffisante des donnes personnelles qui constitue un dfi majeur. Nous proposons une solution base sur Arduino et Raspberry Pi en suivant une approche la recherche exprimentale avec validation empirique. L'approche mthodologique retenue est la recherche exprimentale avec validation empirique. Elle se dcline en 6 grandes tapes : analyse des besoins, conception, implmentation, tests et dploiement. Les exprimentations confirment la viabilit de notre approche avec 85% d'efficacit. Compar aux solutions actuelles, nous observons un gain de 34% sur les mtriques cls. Ces rsultats ont t valids par une quipe de 46 experts du domaine. Ce mmoire prsente une plateforme e-commerce pour artisans locaux comme solution  la scurit insuffisante des donnes personnelles. Les objectifs fixs au dpart ont t atteints. Cette tude constitue une base solide pour de futures recherches dans ce domaine.",ORIGINAL,0.027
PAIR-00500,"L'objectif de cette tude est de rsoudre le manque d'accessibilit aux services dans les zones rurales grce  un systme de contrle d'accs biomtrique. Nous utilisons Arduino et Raspberry Pi combin avec la recherche exprimentale avec validation empirique pour atteindre cet objectif. La mthodologie de dveloppement choisie est la recherche exprimentale avec validation empirique. Nous avons structur le travail en 4 phases distinctes. Chaque phase comprend des livrables mesurables et des critres de validation clairs. Notre systme a t valu sur un jeu de donnes de 2816 enregistrements. Les rsultats indiquent une amlioration de 20% par rapport  l'approche classique. Le temps de rponse moyen est de 311ms, ce qui rpond aux exigences. En conclusion, nous avons conu et implment un systme de contrle d'accs biomtrique. Notre solution apporte une rponse concrte  le manque d'accessibilit aux services dans les zones rurales. Les travaux futurs porteront sur l'amlioration des performances et la scalabilit du systme.","L'objectif de cette tude est de traiter le manque d'accessibilit aux services dans les zones rurales grce un systme de contrle d'accs biomtrique. Nous utilisons Arduino et Raspberry Pi combin avec la recherche exprimentale avec validation empirique pour atteindre cet objectif. La mthodologie de dveloppement choisie est la recherche exprimentale avec validation empirique. Nous avons structur le travail en 4 phases distinctes. Chaque phase comprend des livrables mesurables et des critres de validation clairs. Notre systme a t valu sur un jeu de informations de 2816 enregistrements. Les performances indiquent une amlioration de 20% par rapport l'approche classique. Le temps de rponse moyen est de 311ms, ce qui rpond aux exigences. En conclusion, nous avons conu et implment un outil de contrle d'accs biomtrique. Notre solution apporte une rponse concrte le manque d'accessibilit aux services dans les zones rurales. Les travaux futurs porteront sur l'amlioration des performances et la scalabilit du outil",PLAGIAT_PARTIEL,0.677
PAIR-00160,"Ce travail vise  concevoir et implmenter un systme de contrle d'accs biomtrique en utilisant machine learning et scikit-learn. La problmatique principale est le manque d'accessibilit aux services dans les zones rurales. Notre approche repose sur la recherche exprimentale avec validation empirique. La mthodologie de dveloppement choisie est la recherche exprimentale avec validation empirique. Nous avons structur le travail en 4 phases distinctes. Chaque phase comprend des livrables mesurables et des critres de validation clairs. Notre systme a t valu sur un jeu de donnes de 3078 enregistrements. Les rsultats indiquent une amlioration de 29% par rapport  l'approche classique. Le temps de rponse moyen est de 239ms, ce qui rpond aux exigences. En conclusion, nous avons conu et implment un systme de contrle d'accs biomtrique. Notre solution apporte une rponse concrte  le manque d'accessibilit aux services dans les zones rurales. Les travaux futurs porteront sur l'amlioration des performances et la scalabilit du systme.","Dans le cadre de ce mmoire, nous proposons un systme de surveillance de la qualit de l'air. Face  la difficult d'accs aux soins mdicaux, nous avons choisi d'utiliser Python et TensorFlow comme solution principale. La mthodologie adopte est le prototypage rapide et l'itration continue. La mthodologie de dveloppement choisie est le prototypage rapide et l'itration continue. Nous avons structur le travail en 5 phases distinctes. Chaque phase comprend des livrables mesurables et des critres de validation clairs. Notre systme a t valu sur un jeu de donnes de 3038 enregistrements. Les rsultats indiquent une amlioration de 22% par rapport  l'approche classique. Le temps de rponse moyen est de 89ms, ce qui rpond aux exigences. En conclusion, nous avons conu et implment un systme de surveillance de la qualit de l'air. Notre solution apporte une rponse concrte  la difficult d'accs aux soins mdicaux. Les travaux futurs porteront sur l'amlioration des performances et la scalabilit du systme.",ORIGINAL,0.031
