id_projet,titre,description,domaine,filiere_etudiant,methodologie,score_similarite_existants,nb_mots_titre,nb_mots_description,nb_phrases_description,ratio_vocabulaire,score_mots_academiques,score_mots_techniques,score_mots_vagues,a_methodologie,a_objectifs_clairs,est_infaisable,decision
PRJ-0419,Systme de gestion de bibliothque v2,"Dvelopper un logiciel de gestion de bibliothque qui permet d'enregistrer les livres, les emprunts et les retours. Le systme aura une interface simple pour les bibliothcaires.",Cloud / DevOps,Data Science,Recherche applique,0.298,6,26,3,0.846,2,1,1,0,0,0,REJETE
PRJ-0266,Application pour grer les notes des tudiants,Je veux faire une application pour grer les notes. Elle permettra d'entrer les notes et de calculer les moyennes. Ce sera utile pour les professeurs.,Cloud / DevOps,Rseaux et Tlcommunications,Dveloppement logiciel (SCRUM),0.332,7,25,4,0.84,0,0,0,0,0,0,REJETE
PRJ-0174,Dveloppement d'une application mobile de tlmdecine pour les zones rurales togolaises,"Cette tude propose le dveloppement d'une application Android permettant aux patients des zones rurales d'accder  des consultations mdicales  distance. L'application intgre un module de golocalisation des centres de sant, un systme de prise de rendez-vous et un dossier mdical numrique simplifi.",Mobile,Systmes Embarqus,Dveloppement logiciel (SCRUM),0.291,11,41,3,0.829,2,1,0,0,0,0,APPROUVE
PRJ-0494,Faire un jeu vido,Je veux faire un jeu. Ce sera amusant.,Cyberscurit,Gnie Logiciel,Dveloppement logiciel (SCRUM),0.834,4,8,3,1.0,0,0,1,0,0,0,REJETE
PRJ-0290,Analyse des donnes de vente d'une entreprise,Ce travail va analyser les donnes de vente d'une entreprise commerciale pour trouver des tendances. On utilisera Excel et Python pour faire les analyses et crer des graphiques.,Mobile,Data Science,Recherche exprimentale,0.502,7,28,3,0.857,2,1,0,0,0,0,REJETE
PRJ-0296,Cration d'un site web pour une cole,"Le projet consiste  crer un site web pour une cole. Le site aura des pages pour prsenter l'cole, les cours et les professeurs. Il y aura aussi un espace pour les tudiants.",IA / Machine Learning,Gnie Logiciel,Prototypage,0.271,7,32,4,0.75,0,0,0,0,1,0,REJETE
PRJ-0269,Analyse des donnes de vente d'une entreprise,Ce travail va analyser les donnes de vente d'une entreprise commerciale pour trouver des tendances. On utilisera Excel et Python pour faire les analyses et crer des graphiques.,Dveloppement Web,Cyberscurit,Recherche applique,0.39,7,28,3,0.857,2,1,0,0,0,0,REJETE
PRJ-0403,Analyse des donnes de vente d'une entreprise v4,Ce travail va analyser les donnes de vente d'une entreprise commerciale pour trouver des tendances. On utilisera Excel et Python pour faire les analyses et crer des graphiques.,Dveloppement Web,Cyberscurit,Recherche applique,0.607,8,28,3,0.857,2,1,0,0,0,0,REJETE
PRJ-0375,Systme de gestion de bibliothque v3,"Dvelopper un logiciel de gestion de bibliothque qui permet d'enregistrer les livres, les emprunts et les retours. Le systme aura une interface simple pour les bibliothcaires.",Cyberscurit,Systmes Embarqus,Dveloppement logiciel (SCRUM),0.365,6,26,3,0.846,2,1,1,0,0,0,REJETE
PRJ-0134,Plateforme e-commerce B2B pour l'approvisionnement des PME africaines,"Cette tude conoit une marketplace B2B permettant aux PME d'Afrique de l'Ouest de s'approvisionner auprs de fournisseurs locaux et internationaux. La plateforme intgre un module de paiement mobile money, une gestion des stocks et un systme de notation des fournisseurs.",Mobile,Rseaux et Tlcommunications,Dveloppement logiciel (SCRUM),0.067,8,40,3,0.8,3,0,0,0,0,0,REVISION_NECESSAIRE
PRJ-0033,Classification automatique de documents administratifs par traitement du langage naturel,"Ce projet applique des techniques de NLP (TF-IDF, BERT) pour classifier automatiquement des documents administratifs numriss en catgories prdfinies. L'objectif est de rduire le temps de traitement manuel dans les services administratifs.",Cloud / DevOps,Rseaux et Tlcommunications,Dveloppement logiciel (SCRUM),0.353,10,32,3,0.906,1,2,0,0,1,0,REVISION_NECESSAIRE
PRJ-0572,Intelligence artificielle gnrale,Crer une intelligence artificielle gnrale capable de tout faire comme un humain.,Dveloppement Web,Gnie Logiciel,tude de cas,0.827,3,12,2,1.0,0,0,1,0,0,1,REJETE
PRJ-0226,Plateforme e-commerce B2B pour l'approvisionnement des PME africaines  Cas d'tude 6,"Cette tude conoit une marketplace B2B permettant aux PME d'Afrique de l'Ouest de s'approvisionner auprs de fournisseurs locaux et internationaux. La plateforme intgre un module de paiement mobile money, une gestion des stocks et un systme de notation des fournisseurs.",Systmes Embarqus,Rseaux et Tlcommunications,Recherche applique,0.392,11,40,3,0.8,3,0,0,0,0,0,REVISION_NECESSAIRE
PRJ-0211,Conception d'un systme de dtection de fraude bancaire par deep learning au Togo  Cas d'tude 1,"Ce travail vise  concevoir et implmenter un systme intelligent de dtection de transactions frauduleuses en utilisant des rseaux de neurones LSTM appliqus aux donnes de mobile money au Togo. La mthodologie inclut la collecte de donnes anonymises, le prtraitement, l'entranement du modle et l'valuation des performances sur un jeu de test rel.",Mobile,Data Science,Recherche applique,0.316,16,52,3,0.808,7,1,0,1,1,0,APPROUVE
PRJ-0574,Systme comme Google,Crer un moteur de recherche similaire  Google pour l'Afrique.,Dveloppement Web,Gnie Logiciel,Prototypage,0.567,3,9,2,1.0,1,0,1,0,0,0,REJETE
PRJ-0250,Conception d'un systme de dtection de fraude bancaire par deep learning au Togo,"Ce travail vise  concevoir et implmenter un systme intelligent de dtection de transactions frauduleuses en utilisant des rseaux de neurones LSTM appliqus aux donnes de mobile money au Togo. La mthodologie inclut la collecte de donnes anonymises, le prtraitement, l'entranement du modle et l'valuation des performances sur un jeu de test rel.",Rseaux,Systmes Embarqus,Prototypage,0.304,13,52,3,0.808,7,1,0,1,1,0,APPROUVE
PRJ-0512,Projet sur la blockchain,La blockchain c'est bien. Je vais faire quelque chose avec la blockchain.,Dveloppement Web,Cyberscurit,Recherche exprimentale,0.538,4,12,3,0.917,0,1,1,0,0,0,REJETE
PRJ-0518,Projet sur la blockchain,La blockchain c'est bien. Je vais faire quelque chose avec la blockchain.,Cyberscurit,Gnie Informatique,Recherche applique,0.554,4,12,3,0.917,0,1,1,0,0,0,REJETE
PRJ-0533,Recherche sur internet,Je vais chercher des informations sur internet sur plusieurs sujets informatiques et faire un rsum de ce que j'ai trouv.,IA / Machine Learning,Data Science,Dveloppement logiciel (SCRUM),0.769,3,20,2,0.95,0,0,3,0,0,0,REJETE
PRJ-0520,tude de tout ce qui concerne les rseaux,Ce mmoire va couvrir tous les aspects des rseaux informatiques depuis les dbuts jusqu' aujourd'hui.,Mobile,Data Science,Recherche exprimentale,0.522,8,15,2,0.933,0,0,0,0,1,1,REJETE
PRJ-0589,Intelligence artificielle gnrale,Crer une intelligence artificielle gnrale capable de tout faire comme un humain.,Rseaux,Rseaux et Tlcommunications,Recherche exprimentale,0.522,3,12,2,1.0,0,0,1,0,0,1,REJETE
PRJ-0459,Application de chat en temps rel v3,Ce projet vise  crer une application de messagerie instantane. Les utilisateurs pourront envoyer des messages en temps rel. On utilisera des websockets pour la communication.,Dveloppement Web,Rseaux et Tlcommunications,tude de cas,0.483,7,25,4,0.96,0,0,0,0,1,0,REJETE
PRJ-0313,Dveloppement d'une application Android pour les transports,On va dvelopper une application Android pour les transports en commun. L'application montrera les horaires et les itinraires disponibles dans la ville.,Rseaux,Data Science,Prototypage,0.42,7,22,3,0.909,1,1,0,0,0,0,REJETE
PRJ-0093,Classification automatique de documents administratifs par traitement du langage naturel,"Ce projet applique des techniques de NLP (TF-IDF, BERT) pour classifier automatiquement des documents administratifs numriss en catgories prdfinies. L'objectif est de rduire le temps de traitement manuel dans les services administratifs.",Mobile,Systmes Embarqus,tude de cas,0.22,10,32,3,0.906,1,2,0,0,1,0,APPROUVE
PRJ-0363,Cration d'un site web pour une cole v3,"Le projet consiste  crer un site web pour une cole. Le site aura des pages pour prsenter l'cole, les cours et les professeurs. Il y aura aussi un espace pour les tudiants.",Cyberscurit,Cyberscurit,tude de cas,0.391,8,32,4,0.75,0,0,0,0,1,0,REVISION_NECESSAIRE
PRJ-0292,Systme de gestion de bibliothque,"Dvelopper un logiciel de gestion de bibliothque qui permet d'enregistrer les livres, les emprunts et les retours. Le systme aura une interface simple pour les bibliothcaires.",Systmes Embarqus,Systmes Embarqus,Prototypage,0.214,5,26,3,0.846,2,1,1,0,0,0,REJETE
PRJ-0248,Plateforme e-commerce B2B pour l'approvisionnement des PME africaines,"Cette tude conoit une marketplace B2B permettant aux PME d'Afrique de l'Ouest de s'approvisionner auprs de fournisseurs locaux et internationaux. La plateforme intgre un module de paiement mobile money, une gestion des stocks et un systme de notation des fournisseurs.",Cyberscurit,Cyberscurit,tude de cas,0.152,8,40,3,0.8,3,0,0,0,0,0,REVISION_NECESSAIRE
PRJ-0303,Dveloppement d'une application Android pour les transports v3,On va dvelopper une application Android pour les transports en commun. L'application montrera les horaires et les itinraires disponibles dans la ville.,IA / Machine Learning,Rseaux et Tlcommunications,tude de cas,0.24,8,22,3,0.909,1,1,0,0,0,0,REJETE
PRJ-0461,Systme de gestion de bibliothque,"Dvelopper un logiciel de gestion de bibliothque qui permet d'enregistrer les livres, les emprunts et les retours. Le systme aura une interface simple pour les bibliothcaires.",Rseaux,Gnie Informatique,tude de cas,0.377,5,26,3,0.846,2,1,1,0,0,0,REJETE
PRJ-0434,Application de chat en temps rel,Ce projet vise  crer une application de messagerie instantane. Les utilisateurs pourront envoyer des messages en temps rel. On utilisera des websockets pour la communication.,IA / Machine Learning,Data Science,Dveloppement logiciel (SCRUM),0.591,6,25,4,0.96,0,0,0,0,1,0,REJETE
PRJ-0082,Mise en place d'un systme de vote lectronique scuris pour les lections universitaires,"Ce projet consiste  concevoir et dployer une plateforme de vote lectronique scurise base sur la cryptographie asymtrique et la blockchain lgre. L'objectif est de garantir l'anonymat, l'intgrit et la traabilit des votes lors des lections au sein de l'universit.",Bases de donnes,Gnie Logiciel,Prototypage,0.313,13,39,3,0.821,4,1,0,0,1,0,APPROUVE
PRJ-0031,Analyse prdictive du taux de dcrochage scolaire par apprentissage automatique  Cas d'tude 1,"Cette recherche applique des algorithmes de machine learning (Random Forest, XGBoost) pour prdire le risque de dcrochage scolaire  partir de donnes acadmiques et socio-conomiques. Un tableau de bord de visualisation est dvelopp pour les responsables pdagogiques.",Systmes Embarqus,Gnie Logiciel,Prototypage,0.014,13,36,3,0.861,3,2,0,0,0,0,REVISION_NECESSAIRE
PRJ-0492,Systme comme Google,Crer un moteur de recherche similaire  Google pour l'Afrique.,Dveloppement Web,Data Science,tude de cas,0.843,3,9,2,1.0,1,0,1,0,0,0,REJETE
PRJ-0058,Dploiement d'une infrastructure rseau WiFi communautaire  faible cot,"Cette tude propose le dploiement d'un rseau WiFi communautaire dans un quartier priurbain de Lom en utilisant des quipements open source. Le projet couvre la conception, la simulation sous GNS3, le dploiement et la mesure des performances relles.",Cyberscurit,Gnie Logiciel,Recherche applique,0.067,8,38,3,0.842,2,0,0,0,0,0,APPROUVE
PRJ-0086,Systme embarqu de surveillance environnementale bas sur IoT  Cas d'tude 6,"Ce projet dveloppe un systme de capteurs connects (Arduino + Raspberry Pi) pour surveiller la qualit de l'air, l'humidit et la temprature dans un environnement industriel. Les donnes sont transmises via MQTT et visualises sur un dashboard Grafana.",Mobile,Cyberscurit,tude de cas,0.111,11,38,3,0.868,2,2,0,0,0,0,REVISION_NECESSAIRE
PRJ-0333,Application pour grer les notes des tudiants,Je veux faire une application pour grer les notes. Elle permettra d'entrer les notes et de calculer les moyennes. Ce sera utile pour les professeurs.,Systmes Embarqus,Systmes Embarqus,Recherche applique,0.593,7,25,4,0.84,0,0,0,0,0,0,REJETE
PRJ-0446,Cration d'un site web pour une cole,"Le projet consiste  crer un site web pour une cole. Le site aura des pages pour prsenter l'cole, les cours et les professeurs. Il y aura aussi un espace pour les tudiants.",Cyberscurit,Rseaux et Tlcommunications,Recherche applique,0.469,7,32,4,0.75,0,0,0,0,1,0,REJETE
PRJ-0245,Dveloppement d'une application mobile de tlmdecine pour les zones rurales togolaises,"Cette tude propose le dveloppement d'une application Android permettant aux patients des zones rurales d'accder  des consultations mdicales  distance. L'application intgre un module de golocalisation des centres de sant, un systme de prise de rendez-vous et un dossier mdical numrique simplifi.",Systmes Embarqus,Gnie Logiciel,Recherche applique,0.191,11,41,3,0.829,2,1,0,0,0,0,APPROUVE
PRJ-0198,Conception d'un systme de dtection de fraude bancaire par deep learning au Togo,"Ce travail vise  concevoir et implmenter un systme intelligent de dtection de transactions frauduleuses en utilisant des rseaux de neurones LSTM appliqus aux donnes de mobile money au Togo. La mthodologie inclut la collecte de donnes anonymises, le prtraitement, l'entranement du modle et l'valuation des performances sur un jeu de test rel.",Cloud / DevOps,Gnie Informatique,Dveloppement logiciel (SCRUM),0.381,13,52,3,0.808,7,1,0,1,1,0,APPROUVE
PRJ-0140,Conception d'un entrept de donnes pour le suivi pidmiologique au Ministre de la Sant,"Ce projet vise  concevoir un data warehouse selon la modlisation en toile pour centraliser les donnes pidmiologiques nationales. Il inclut la mise en place d'un pipeline ETL, le dploiement sous PostgreSQL et la cration de rapports analytiques sur Power BI.",Bases de donnes,Gnie Logiciel,tude de cas,0.263,14,40,3,0.925,2,1,0,0,1,0,APPROUVE
PRJ-0386,Systme de gestion de bibliothque,"Dvelopper un logiciel de gestion de bibliothque qui permet d'enregistrer les livres, les emprunts et les retours. Le systme aura une interface simple pour les bibliothcaires.",Rseaux,Systmes Embarqus,Prototypage,0.409,5,26,3,0.846,2,1,1,0,0,0,REJETE
PRJ-0535,Copie du systme bancaire,Reproduire exactement le systme de la banque Ecobank avec toutes ses fonctionnalits en 2 mois.,IA / Machine Learning,Rseaux et Tlcommunications,Prototypage,0.62,4,15,2,1.0,1,0,1,0,0,1,REJETE
PRJ-0565,tude de tout ce qui concerne les rseaux,Ce mmoire va couvrir tous les aspects des rseaux informatiques depuis les dbuts jusqu' aujourd'hui.,Bases de donnes,Systmes Embarqus,Recherche applique,0.52,8,15,2,0.933,0,0,0,0,1,1,REJETE
PRJ-0428,Application pour grer les notes des tudiants,Je veux faire une application pour grer les notes. Elle permettra d'entrer les notes et de calculer les moyennes. Ce sera utile pour les professeurs.,Cloud / DevOps,Data Science,tude de cas,0.555,7,25,4,0.84,0,0,0,0,0,0,REJETE
PRJ-0094,Conception d'un systme de dtection de fraude bancaire par deep learning au Togo,"Ce travail vise  concevoir et implmenter un systme intelligent de dtection de transactions frauduleuses en utilisant des rseaux de neurones LSTM appliqus aux donnes de mobile money au Togo. La mthodologie inclut la collecte de donnes anonymises, le prtraitement, l'entranement du modle et l'valuation des performances sur un jeu de test rel.",Cloud / DevOps,Gnie Informatique,Recherche exprimentale,0.301,13,52,3,0.808,7,1,0,1,1,0,APPROUVE
PRJ-0508,Systme comme Google,Crer un moteur de recherche similaire  Google pour l'Afrique.,IA / Machine Learning,Data Science,Dveloppement logiciel (SCRUM),0.744,3,9,2,1.0,1,0,1,0,0,0,REJETE
PRJ-0191,Classification automatique de documents administratifs par traitement du langage naturel  Cas d'tude 1,"Ce projet applique des techniques de NLP (TF-IDF, BERT) pour classifier automatiquement des documents administratifs numriss en catgories prdfinies. L'objectif est de rduire le temps de traitement manuel dans les services administratifs.",Rseaux,Cyberscurit,Recherche exprimentale,0.373,13,32,3,0.906,1,2,0,0,1,0,REVISION_NECESSAIRE
PRJ-0048,Dveloppement d'une application mobile de tlmdecine pour les zones rurales togolaises,"Cette tude propose le dveloppement d'une application Android permettant aux patients des zones rurales d'accder  des consultations mdicales  distance. L'application intgre un module de golocalisation des centres de sant, un systme de prise de rendez-vous et un dossier mdical numrique simplifi.",Dveloppement Web,Gnie Logiciel,Prototypage,0.28,11,41,3,0.829,2,1,0,0,0,0,REVISION_NECESSAIRE
PRJ-0138,Classification automatique de documents administratifs par traitement du langage naturel,"Ce projet applique des techniques de NLP (TF-IDF, BERT) pour classifier automatiquement des documents administratifs numriss en catgories prdfinies. L'objectif est de rduire le temps de traitement manuel dans les services administratifs.",IA / Machine Learning,Gnie Informatique,Recherche applique,0.041,10,32,3,0.906,1,2,0,0,1,0,REVISION_NECESSAIRE
PRJ-0540,Faire un jeu vido,Je veux faire un jeu. Ce sera amusant.,Rseaux,Rseaux et Tlcommunications,Recherche applique,0.5,4,8,3,1.0,0,0,1,0,0,0,REJETE
PRJ-0225,Dveloppement d'une application mobile de tlmdecine pour les zones rurales togolaises,"Cette tude propose le dveloppement d'une application Android permettant aux patients des zones rurales d'accder  des consultations mdicales  distance. L'application intgre un module de golocalisation des centres de sant, un systme de prise de rendez-vous et un dossier mdical numrique simplifi.",Cloud / DevOps,Cyberscurit,tude de cas,0.048,11,41,3,0.829,2,1,0,0,0,0,REVISION_NECESSAIRE
PRJ-0417,Cration d'un site web pour une cole,"Le projet consiste  crer un site web pour une cole. Le site aura des pages pour prsenter l'cole, les cours et les professeurs. Il y aura aussi un espace pour les tudiants.",Systmes Embarqus,Cyberscurit,tude de cas,0.722,7,32,4,0.75,0,0,0,0,1,0,REJETE
PRJ-0169,Conception d'un entrept de donnes pour le suivi pidmiologique au Ministre de la Sant,"Ce projet vise  concevoir un data warehouse selon la modlisation en toile pour centraliser les donnes pidmiologiques nationales. Il inclut la mise en place d'un pipeline ETL, le dploiement sous PostgreSQL et la cration de rapports analytiques sur Power BI.",Cloud / DevOps,Systmes Embarqus,Dveloppement logiciel (SCRUM),0.136,14,40,3,0.925,2,1,0,0,1,0,APPROUVE
PRJ-0088,Dploiement d'une infrastructure rseau WiFi communautaire  faible cot,"Cette tude propose le dploiement d'un rseau WiFi communautaire dans un quartier priurbain de Lom en utilisant des quipements open source. Le projet couvre la conception, la simulation sous GNS3, le dploiement et la mesure des performances relles.",Cyberscurit,Rseaux et Tlcommunications,Recherche exprimentale,0.243,8,38,3,0.842,2,0,0,0,0,0,REVISION_NECESSAIRE
PRJ-0332,Dveloppement d'une application Android pour les transports,On va dvelopper une application Android pour les transports en commun. L'application montrera les horaires et les itinraires disponibles dans la ville.,Systmes Embarqus,Rseaux et Tlcommunications,Recherche applique,0.417,7,22,3,0.909,1,1,0,0,0,0,REJETE
PRJ-0443,tude sur la scurit des rseaux wifi v2,Ce projet parle de la scurit wifi. On va voir comment scuriser un rseau wifi et quels sont les problmes qui existent avec les rseaux sans fil dans les entreprises.,Rseaux,Data Science,Dveloppement logiciel (SCRUM),0.372,8,30,3,0.933,1,0,0,0,0,0,REJETE
PRJ-0437,Cration d'un site web pour une cole,"Le projet consiste  crer un site web pour une cole. Le site aura des pages pour prsenter l'cole, les cours et les professeurs. Il y aura aussi un espace pour les tudiants.",IA / Machine Learning,Gnie Informatique,Prototypage,0.438,7,32,4,0.75,0,0,0,0,1,0,REJETE
PRJ-0448,Systme de gestion de bibliothque,"Dvelopper un logiciel de gestion de bibliothque qui permet d'enregistrer les livres, les emprunts et les retours. Le systme aura une interface simple pour les bibliothcaires.",Bases de donnes,Systmes Embarqus,tude de cas,0.73,5,26,3,0.846,2,1,1,0,0,0,REJETE
PRJ-0024,Conception d'un systme de dtection de fraude bancaire par deep learning au Togo,"Ce travail vise  concevoir et implmenter un systme intelligent de dtection de transactions frauduleuses en utilisant des rseaux de neurones LSTM appliqus aux donnes de mobile money au Togo. La mthodologie inclut la collecte de donnes anonymises, le prtraitement, l'entranement du modle et l'valuation des performances sur un jeu de test rel.",Dveloppement Web,Data Science,Recherche applique,0.22,13,52,3,0.808,7,1,0,1,1,0,APPROUVE
PRJ-0049,Analyse prdictive du taux de dcrochage scolaire par apprentissage automatique,"Cette recherche applique des algorithmes de machine learning (Random Forest, XGBoost) pour prdire le risque de dcrochage scolaire  partir de donnes acadmiques et socio-conomiques. Un tableau de bord de visualisation est dvelopp pour les responsables pdagogiques.",Systmes Embarqus,Gnie Logiciel,Recherche exprimentale,0.06,10,36,3,0.861,3,2,0,0,0,0,APPROUVE
PRJ-0507,Copie du systme bancaire,Reproduire exactement le systme de la banque Ecobank avec toutes ses fonctionnalits en 2 mois.,Rseaux,Rseaux et Tlcommunications,Dveloppement logiciel (SCRUM),0.746,4,15,2,1.0,1,0,1,0,0,1,REJETE
PRJ-0219,Classification automatique de documents administratifs par traitement du langage naturel,"Ce projet applique des techniques de NLP (TF-IDF, BERT) pour classifier automatiquement des documents administratifs numriss en catgories prdfinies. L'objectif est de rduire le temps de traitement manuel dans les services administratifs.",Rseaux,Rseaux et Tlcommunications,Recherche applique,0.092,10,32,3,0.906,1,2,0,0,1,0,REVISION_NECESSAIRE
PRJ-0161,Plateforme e-commerce B2B pour l'approvisionnement des PME africaines  Cas d'tude 1,"Cette tude conoit une marketplace B2B permettant aux PME d'Afrique de l'Ouest de s'approvisionner auprs de fournisseurs locaux et internationaux. La plateforme intgre un module de paiement mobile money, une gestion des stocks et un systme de notation des fournisseurs.",Mobile,Rseaux et Tlcommunications,Dveloppement logiciel (SCRUM),0.031,11,40,3,0.8,3,0,0,0,0,0,REVISION_NECESSAIRE
PRJ-0347,Cration d'un site web pour une cole v2,"Le projet consiste  crer un site web pour une cole. Le site aura des pages pour prsenter l'cole, les cours et les professeurs. Il y aura aussi un espace pour les tudiants.",Rseaux,Gnie Logiciel,Recherche applique,0.463,8,32,4,0.75,0,0,0,0,1,0,REVISION_NECESSAIRE
PRJ-0559,Application,Une application mobile.,Cloud / DevOps,Gnie Informatique,Prototypage,0.938,1,3,2,1.0,0,0,0,0,0,0,REJETE
PRJ-0149,Systme embarqu de surveillance environnementale bas sur IoT,"Ce projet dveloppe un systme de capteurs connects (Arduino + Raspberry Pi) pour surveiller la qualit de l'air, l'humidit et la temprature dans un environnement industriel. Les donnes sont transmises via MQTT et visualises sur un dashboard Grafana.",Cyberscurit,Systmes Embarqus,Recherche applique,0.291,8,38,3,0.868,2,2,0,0,0,0,APPROUVE
PRJ-0412,Analyse des donnes de vente d'une entreprise,Ce travail va analyser les donnes de vente d'une entreprise commerciale pour trouver des tendances. On utilisera Excel et Python pour faire les analyses et crer des graphiques.,Cloud / DevOps,Systmes Embarqus,Dveloppement logiciel (SCRUM),0.207,7,28,3,0.857,2,1,0,0,0,0,REJETE
PRJ-0090,Dploiement d'une infrastructure rseau WiFi communautaire  faible cot,"Cette tude propose le dploiement d'un rseau WiFi communautaire dans un quartier priurbain de Lom en utilisant des quipements open source. Le projet couvre la conception, la simulation sous GNS3, le dploiement et la mesure des performances relles.",Rseaux,Systmes Embarqus,tude de cas,0.187,8,38,3,0.842,2,0,0,0,0,0,APPROUVE
PRJ-0390,Application pour grer les notes des tudiants,Je veux faire une application pour grer les notes. Elle permettra d'entrer les notes et de calculer les moyennes. Ce sera utile pour les professeurs.,Rseaux,Gnie Logiciel,Recherche exprimentale,0.663,7,25,4,0.84,0,0,0,0,0,0,REJETE
PRJ-0026,Dveloppement d'une application mobile de tlmdecine pour les zones rurales togolaises  Cas d'tude 6,"Cette tude propose le dveloppement d'une application Android permettant aux patients des zones rurales d'accder  des consultations mdicales  distance. L'application intgre un module de golocalisation des centres de sant, un systme de prise de rendez-vous et un dossier mdical numrique simplifi.",Cyberscurit,Rseaux et Tlcommunications,tude de cas,0.24,14,41,3,0.829,2,1,0,0,0,0,APPROUVE
PRJ-0238,Conception d'un systme de dtection de fraude bancaire par deep learning au Togo,"Ce travail vise  concevoir et implmenter un systme intelligent de dtection de transactions frauduleuses en utilisant des rseaux de neurones LSTM appliqus aux donnes de mobile money au Togo. La mthodologie inclut la collecte de donnes anonymises, le prtraitement, l'entranement du modle et l'valuation des performances sur un jeu de test rel.",Bases de donnes,Cyberscurit,Prototypage,0.197,13,52,3,0.808,7,1,0,1,1,0,APPROUVE
PRJ-0136,Systme embarqu de surveillance environnementale bas sur IoT  Cas d'tude 6,"Ce projet dveloppe un systme de capteurs connects (Arduino + Raspberry Pi) pour surveiller la qualit de l'air, l'humidit et la temprature dans un environnement industriel. Les donnes sont transmises via MQTT et visualises sur un dashboard Grafana.",Mobile,Cyberscurit,Prototypage,0.315,11,38,3,0.868,2,2,0,0,0,0,APPROUVE
PRJ-0541,Recherche sur internet,Je vais chercher des informations sur internet sur plusieurs sujets informatiques et faire un rsum de ce que j'ai trouv.,Systmes Embarqus,Gnie Logiciel,Dveloppement logiciel (SCRUM),0.88,3,20,2,0.95,0,0,3,0,0,0,REJETE
PRJ-0234,Dploiement d'une infrastructure rseau WiFi communautaire  faible cot,"Cette tude propose le dploiement d'un rseau WiFi communautaire dans un quartier priurbain de Lom en utilisant des quipements open source. Le projet couvre la conception, la simulation sous GNS3, le dploiement et la mesure des performances relles.",Dveloppement Web,Cyberscurit,Prototypage,0.035,8,38,3,0.842,2,0,0,0,0,0,APPROUVE
PRJ-0119,Dveloppement d'une application mobile de tlmdecine pour les zones rurales togolaises,"Cette tude propose le dveloppement d'une application Android permettant aux patients des zones rurales d'accder  des consultations mdicales  distance. L'application intgre un module de golocalisation des centres de sant, un systme de prise de rendez-vous et un dossier mdical numrique simplifi.",Cyberscurit,Rseaux et Tlcommunications,Recherche exprimentale,0.142,11,41,3,0.829,2,1,0,0,0,0,APPROUVE
PRJ-0532,Projet sur la blockchain,La blockchain c'est bien. Je vais faire quelque chose avec la blockchain.,Systmes Embarqus,Systmes Embarqus,Recherche applique,0.755,4,12,3,0.917,0,1,1,0,0,0,REJETE
PRJ-0596,tude de tout ce qui concerne les rseaux,Ce mmoire va couvrir tous les aspects des rseaux informatiques depuis les dbuts jusqu' aujourd'hui.,Mobile,Rseaux et Tlcommunications,Recherche exprimentale,0.618,8,15,2,0.933,0,0,0,0,1,1,REJETE
PRJ-0444,Cration d'un site web pour une cole,"Le projet consiste  crer un site web pour une cole. Le site aura des pages pour prsenter l'cole, les cours et les professeurs. Il y aura aussi un espace pour les tudiants.",Cloud / DevOps,Systmes Embarqus,Prototypage,0.278,7,32,4,0.75,0,0,0,0,1,0,REJETE
PRJ-0392,Mise en place d'un rseau local pour une entreprise,"Ce projet va mettre en place un rseau local pour une petite entreprise. On va choisir les quipements, configurer les switches et les routeurs, et tester la connectivit.",Cloud / DevOps,Gnie Logiciel,Dveloppement logiciel (SCRUM),0.209,9,28,3,0.857,1,0,0,0,0,0,REJETE
PRJ-0371,Analyse des donnes de vente d'une entreprise v2,Ce travail va analyser les donnes de vente d'une entreprise commerciale pour trouver des tendances. On utilisera Excel et Python pour faire les analyses et crer des graphiques.,Rseaux,Systmes Embarqus,Recherche applique,0.682,8,28,3,0.857,2,1,0,0,0,0,REJETE
PRJ-0536,Systme comme Google,Crer un moteur de recherche similaire  Google pour l'Afrique.,Cyberscurit,Rseaux et Tlcommunications,Recherche exprimentale,0.878,3,9,2,1.0,1,0,1,0,0,0,REJETE
PRJ-0433,Analyse des donnes de vente d'une entreprise,Ce travail va analyser les donnes de vente d'une entreprise commerciale pour trouver des tendances. On utilisera Excel et Python pour faire les analyses et crer des graphiques.,Bases de donnes,Data Science,Dveloppement logiciel (SCRUM),0.441,7,28,3,0.857,2,1,0,0,0,0,REJETE
PRJ-0517,Application,Une application mobile.,Rseaux,Systmes Embarqus,Recherche applique,0.934,1,3,2,1.0,0,0,0,0,0,0,REJETE
PRJ-0077,Conception d'un entrept de donnes pour le suivi pidmiologique au Ministre de la Sant,"Ce projet vise  concevoir un data warehouse selon la modlisation en toile pour centraliser les donnes pidmiologiques nationales. Il inclut la mise en place d'un pipeline ETL, le dploiement sous PostgreSQL et la cration de rapports analytiques sur Power BI.",Systmes Embarqus,Gnie Logiciel,Recherche exprimentale,0.285,14,40,3,0.925,2,1,0,0,1,0,APPROUVE
PRJ-0253,Mise en place d'un rseau local pour une entreprise,"Ce projet va mettre en place un rseau local pour une petite entreprise. On va choisir les quipements, configurer les switches et les routeurs, et tester la connectivit.",Cloud / DevOps,Cyberscurit,Prototypage,0.355,9,28,3,0.857,1,0,0,0,0,0,REJETE
